"","analysis_id","duplicate_id","title","abstract"
"27",176309,"2012.6343","Trophic impact of long-lived species indicated by population dynamics in the short-lived hydrozoan Eudendrium racemosum","Population dynamics, morphology, density, lipid contents and prey capture rates were studied in a patchy population of the tree-like passive suspension feeder Eudendrium racemosum (Cnidaria: Hydrozoa) during seasonal cycles. Density and size of colonies oscillated due to intraspecific competition (following the self-thinning rule) and predation (nudibranchs) showing size distributions in which alternatively large-and small-sized colonies were more abundant. Increase in the trophic impact on the water column was correlated with colony size (30.7 mg C m(-2) d(-1) in late spring-early summer compared with 10.2 mg C m(-2) d(-1) in the rest of the year). Lipid accumulation in the hydrocauli followed the same trend, being higher during the reproductive period (140 mu g lipids mg(-1) organic matter {[}OM]) compared with the rest of the year (70 mu g lipids mg(-1) OM). The short time cyclic variations reproduce, in a short time scale, the variations studied in other benthic suspension feeders, suggesting E. racemosum as a model organism to better understand the importance of large colonies in long-lived species in benthic-pelagic coupling processes. The accordance with the self-thinning rule found for this animal species strengthens the animal forest concept (a 3-dimensional live structure composed mainly by heterotrophic organisms such as gorgonians, bryozoans, and sponges), confirming the validity of the utilization, by marine ecologists, of the conceptual tools developed for terrestrial forest sciences. It is suggested that the impact of mature populations on benthic-pelagic coupling and biogeochemical cycles, simulated for long-lived species, could be validated by studying fast-growing species, in order to understand the importance of the preservation of complex structures and long-lived eco-engineering organisms in benthic habitats."
"28",289666,"1998.4143","Geometry and facies dynamics of Middle Jurassic carbonate ramp sandbodies, West-Central Portugal","The Middle Jurassic succession of the Lusitanian Basin (Portugal) represents a carbonate ramp depositional system. For most of the time, the shallow-water facies defined a microtidal barrier-island complex, where prominent oolite-dominated sandbodies developed. Detailed facies analysis of these sandbodies allowed the recognition of their elementary depositional facies, which are described and whose relative importance is estimated. Sandbody geometry, hydrodynamic controls and ramp evolution are discussed. Carbonate sediment production and redistribution, coupled with inner ramp aggradational and progradational trends, have interacted in a such a way that ramp geometry persisted for a longer period of time than usually recorded in these systems."
"29",225445,"2022.18846","Understanding risks and consequences of pathogen infections on the physiological performance of outmigrating Chinook salmon","The greatest concentration of at-risk anadromous salmonids is found in California (USA)-the populations that have been negatively impacted by the degradation of freshwater ecosystems. While climate-driven environmental changes threaten salmonids directly, they also change the life cycle dynamics and geographic distribution of pathogens, their resulting host-pathogen interactions and potential for disease progression. Recent studies have established the correlation between pathogen detection and salmonid smolt mortality during their migration to the ocean. The objective of the present study was to screen for up to 47 pathogens in juvenile Chinook salmon (Oncorhynchus tshawytscha) that were held in cages at two key sites of the Sacramento River (CA, USA) and measure potential consequences on fish health. To do so, we used a combination of transcriptomic analysis, enzymatic assays for energy metabolism and hypoxia and thermal tolerance measures. Results revealed that fish were infected by two myxozoan parasites: Ceratonova shasta and Parvicapsula minibicornis within a 2-week deployment. Compared to the control fish maintained in our rearing facility, infected fish displayed reduced body mass, depleted hepatic glycogen stores and differential regulation of genes involved in the immune and general stress responses. This suggests that infected fish would have lower chances of migration success. In contrast, hypoxia and upper thermal tolerances were not affected by infection, suggesting that infection did not impair their capacity to cope with acute abiotic stressors tested in this study. An evaluation of long-term consequences of the observed reduced body mass and hepatic glycogen depletion is needed to establish a causal relationship between salmon parasitic infection and their migration success. This study highlights that to assess the potential sublethal effects of a stressor, or to determine a suitable management action for fish, studies need to consider a combination of endpoints from the molecular to the organismal level."
"30",7617,"2016.588","The Houma Indians' battle against the ocean","Purpose - The Houma Indians reside in the backwaters of the Mississippi Delta, a coastal area that is disappearing due to natural subsidence, sea-level rise, and mismanagements of the ecosystems. The purpose of this paper is to scrutinize the causes of this ecocide and the responses addressing such environmental challenges, including scientific strategies, political non-intervention, and the United Houma Nation's plans for preserving a sense of place and togetherness as a prerequisite for its cultural survival. Design/methodology/approach - This ethnographic investigation relies on participant observation, and interviews with tribal leaders, fishermen, trappers, as well as scientists and local politicians. In order to grasp the emic perspective, most interviews were conducted in the Houma French dialect. Findings - The Mississippi Delta epitomizes issues that will shape tomorrow's world, namely, the vulnerability of coastal areas and the flows of environmental refugees. As shown by this study, coastal residents do not make a passive flux of evacuees responding to state/NGO-run plans. Actually, they are chief agents who either develop resilient strategies or proactive relocation stratagems to avoid ethnocide. Their pragmatic methodologies provide valuable data for any crisis management efforts. Originality/value - This research gives a voice to the voiceless, and conveys their existential struggles from within - unlike most studies of endangered communities relying on outsiders' viewpoints. This perspective depicts the Houmas as actors of their survival who implement diverse tribal strategies for coping with environmental change."
"31",64454,"2008.2073","Do marine birds use environmental cues to optimize egg production? An experimental test based on relaying propensity","According to the environmental cues hypothesis, female birds use information available to them in the early-season environment to fine-tune egg production annually. However, support for the hypothesis derives largely from correlational studies. In each year from 2002 to 2006, which spanned a period of extreme variation in environmental conditions, we removed eggs from early-laying rhinoceros auklets Cerorhinca monocerata, burrow-nesting seabirds that lay a single-egg clutch. We then measured their relaying rates, relaying intervals, and breeding success. We also monitored the timing and success of breeding in control pairs, and control chick diets. If the experimental females base their relaying decision on early-season cues, then we predict that few will relay in years in which early-laying control birds breed unsuccessfully, and in which a preferred prey species, Pacific sandlance Ammodytes hexapterus, is in short supply in nestling diets. Results matched neither prediction. In each year, almost all (88-90\%) of the experimental females relaid, despite that the control pairs' breeding success (32-87\% fledged chicks), and their chicks' diets (twofold variation in proportion of sandlance), varied markedly. We conclude that female rhinoceros auklets did not modify their relaying decision in response to variation in environmental conditions, although relaying intervals and their own breeding success (0-78\%) covaried negatively. Our results may have important implications related to using seabirds as monitors of the marine environment."
"32",125737,"2021.14288","Effects of dietary supplementation of heat-killed Lactobacillus plantarum L-137 on growth performance and immune response of bighead catfish (Clarias macrocephalus)","The aim of this study was to determine the effects of heat-killed Lactobacillus plantarum L-137 (HK L-137) on the growth performances and immune response of juvenile bighead catfish (Clarias macrocephalus). The experiment was conducted with four iso-nitrogenous (44.8 \% crude protein) and iso-caloric (20.17 KJ g-1) diets supplemented with different levels (0, 10, 20, and 50 mg kg- 1) of HK L-137. The bighead catfish (n = 1800, average body weight: 9.69 +/- 0.24 g) were randomly introduced to 200-L composite tanks (filled with 150 L of fresh water) and stocked at 150 fish tank-1 in triplicates per dietary treatment for 60 days. The results showed that the diets supplemented with 10, 20, and 50 mg kg- 1 of HK L-137 significantly increased the growth, protein efficiency ratio, feed conversion ratio, survival rate, and lysozyme activity compared to the control. Furthermore, the diets supplemented with 20 and 50 mg kg- 1 or 10 and 20 mg kg- 1 of HK L-137 significantly enhanced the total white blood cell count or apparent digestibility coefficient of the fish, respectively. The fish fed the HK L137 diets (at 10, 20, and 50 mg kg- 1) revealed lower cumulative mortality than the control after challenge with Aeromonas hydrophila. Our results suggested that dietary supplementation of 10 mg kg- 1 HK L-137 is the most efficient in improving the performance and immunity of bighead catfish; however, this should be confirmed in further study under full-scale commercial trials."
"33",378186,"1985.2528","A prestressed, high-strength grouted connection for offshore construction","This paper concerns newly developed prestressed grounted connections for steel tubulars in offshore applications. A mechanical prestressing method has been devised and shown to give an increase in ultimate bond strength of 6 or more times that of a plain bonded connection. The method was developed by small scale testing using models with varying degrees of prestress. The test information was appreciably augmented by the results of a parametric study carried out using a new non-linear finite element program. The information obtained from the small scale tests and numerical study was used to design a series of large scale models. During the testing of these large models an alternative method of prestressing using expansive grout was also shown to produce satisfactory results. This test series confirmed that the results of the small scale tests and computer studies could be safely extrapolated to full scale connections. Based on these studies a new comprehensive equation is proposed for designers which accounts more accurately for pile length/diameter ratio than existing design rules and which for the first time pre-dicts the increase in bond strength in prestressed connections. Â© 1985 Offshore Technology Conference."
"34",319963,"2019.14882","Sediment transport processes during barrier island inundation under variations in cross-shore geometry and hydrodynamic forcing","Inundation of barrier islands can cause severe morphological changes, from the break-up of islands to sediment accretion. The response will depend on island geometry and hydrodynamic forcing. To explore this dependence, the non-hydrostatic wave model SWASH was used to investigate the relative importance of bedload transport processes, such as transport by mean flow, short- (0.05-1 Hz) and infragravity (0.005-0.05 Hz) waves during barrier island inundation for different island configurations and hydrodynamic conditions. The boundary conditions for the model are based on field observations on a Dutch barrier island. Model results indicate that waves dominate the sediment transport processes from outer surfzone until landwards of the island crest, either by transporting sediment directly or by providing sediment stirring for the mean flow transport. Transport by short waves was continuously landwards directed, while infragravity wave and mean flow transport was seaward or landward directed. Landward of the crest, sediment transport was mostly dominated by the mean flow. It was forced by the water level gradient, which determined the mean flow transport direction and magnitude in the inner surfzone and on the island top. Simulations suggest that short wave and mean flow transport are generally larger on steeper slopes, since wave energy dissipation is less and mean flow velocities are higher. The slope of the island top and the width of the island foremost affect the mean flow transport, while variations in inundation depth will additionally affect transport by short-wave acceleration skewness. Â© 2019 by the authors."
"35",118549,"2019.10150","Deepwater ocean outfalls: A sustainable solution for sewage discharge for mega-coastal cities (Sydney, Australia): Influences on beach water quality","Shoreline discharge representing approximately 80\% of sewage generated by Sydney (Australia) was replaced with three deepwater ocean outfalls between 1990 and 1991. Beachwatch bacterial monitoring data collected between 1989 and 2016 were analysed to assess the impact of commissioning on bathing water quality along 32 km of coastline. Bacterial contamination was reduced by 26-99\% during the first 32 months post-commissioning and in the longer post-commissioning period, 1993 to 2016, bathing water quality improved for 31 beaches. Relatively stable bathing water quality was observed for five other beaches after the 2001 upgrade of another shoreline wastewater treatment plant. Bacterial contamination of bathing water in this 24-year post-commissioning period was most influenced by rainfall in the 24-h to 9 am on the day of sampling. Bacterial contamination from surfacing shore-blown wastewater plumes was not evident, whereas stormwater-delivered bacterial contamination was apparent and varied between beaches."
"36",290492,"1997.4028","Analysis of Consolidation Method of CO2 Clathrate for CO2 Disposal in Deep Ocean","A system of CO2 disposal, in the form of CO2 clathrate, in the deep ocean has been proposed in order to prevent the green house effect caused by increase of CO2 in the atmosphere. A process consisting of both the production of CO2 clathrate and its in-situ consolidation is proposed for applying to the above CO2 disposal system as an efficient process to obtain faster sedimentation of CO2 clathrate blocks in the ocean and to prevent adverse environmental effects in the deep ocean. The process is experimentally analyzed and evaluated. It was confirmed that the CO2 clathrate block is formed in the in-situ consolidation vessel through Compressing the CO2 clathrate powders produced in the reaction vessel. Furthermore, it was confirmed that the clathrate block settled smoothly in artificial sea water under deep ocean conditions and that the process is one suitable method for application to the system. In addition, analysis of the consolidation mechanism was performed for the CO2 clathrate. And it was found that consolidation proceeds via two step, i. e., the first one at low pressure shows the decrease in the spacing volume between the colonies consisting of CO2 clathrate powders with pressurizing, and the second one at high pressure shows the breaking down step of the colonies. The boundary pressure between the first and second steps is ca. 2.3 MPa. Also, the dissolution rate of CO2 clathrate block was measured CO2-free artificial sea water and the rate was ca. 1.9 m/s at maximum. Â© 1997, The Society of Chemical Engineers, Japan. All rights reserved."
"37",61573,"2019.4951","Customized Medicine for Corals",NA
"38",183247,"2010.3782","Comparison of controlling mechanisms of flocculation processes in estuaries","During estuarine mixing, dissolved metals come into the particulate phase due to the flocculation processes. Such processes are biologically vital. In the present study, controlling mechanisms of elemental flocculation during estuarine mixing in northern and southern estuaries of Iran in relation to the various physical and chemical parameters of waters have been compared. Except for zinc and lead, for other studied elements in Minab River, water flocculate at higher rates in comparison with the rivers flowing into the Caspian Sea. Redox potential might have negative effect on flocculation process in Minab Estuary. Contrary to rivers flowing into the Caspian Sea, in Minab River elemental flocculation is governed by dissolved organic carbon and it shows a non-liner and conservative behavior during estuarine mixing which implies that dissolved organic carbon originates from terrigenous source. The results also shows that maximum removal of elements occurs in lower salinities (1.5 to 5.8 parts per thousand) for the rivers in North of Iran and 3.3 to 11.4 parts per thousand for Minab River in South of Iran. Flocculation of studied metal in different rivers results in reduction of overall metal pollution load by various percentages. The initial metal contents on river water and mean discharge of river might lead to higher flocculation rates."
"39",211523,"2000.3725","The thermonuclear instability of the solar core","I present here a list of the most important astrophysical problems related to the energy and neutrino producing solar core. Attempting to find a physical connection between the solar activity and the nuclear processes of the solar core, I present the relation between the LOCAL thermal instability and the conditions in the solar core. The result show that if a mechanism would be able to produce a local heating above 10(8) K, this perturbation would push the local region of the core into the instability regime. Tidal-electromagnetic inductive coupling may elicit such a large local heating. Some consequences of the dynamic solar model are discussed."
"40",351826,"2012.11310","A study on the effects of tide on sedimentation in estuaries of the niger delta, Nigeria","Estuaries in the Niger Delta-Nigeria are influenced by tidal currents and wave actions due to their proximity to the Atlantic Ocean. Tidal current provides the energy required to move sediments in and out of the estuaries from the seashores, while wave actions curtails the deposition of sediments at the bottom of the estuaries as the bed get shallower, resulting in the modification and long-term regulation of siltation through erosion or accretion. The interaction between estuaries bathymetric shapes, tidal currents and wave actions can only be fully understood through analytical or mathematical relationships. Analytical methods are less accurate in predicting future tides, while none of the existing mathematical relationships can accurately predict tidal behavior in the Niger Delta region due to the fact that parameters governing tidal actions vary from region to region, hence the need for this study. This study shows the behavior of the estuaries in response to variation in tidal heights, currents and wave actions through mathematical modeling, a knowledge which is useful in planning and timing of marine activities that requires pre-knowledge of tidal levels, direction and current velocities. The models were formulated and calibrated using parameters generated from the hydrographic, hydraulics and geotechnical investigation, including local field observations and measurements conducted within the study area. Soil samples taken from the area are composed of peat, organic clays, silty clays and sand. Peat constitutes the dominant soil which is locally known as 'chikoko' with high compressibility and color ranging from dark brown to dark gray and texture from soft to firm. Typical bed material size (D50) is approximately 0.2mm. Tides in the region are mostly semidiurnal with tidal prism ranging from 0.4 to 1.5m. The tidal strength is strongest at the inlets and decreases with distance inland. The depth of the estuaries is controlled by the strength of the tidal currents. Areas very close to the ocean with stronger tidal effect are very deep; while shallow canals and creeks predominates the hub of the estuaries. The results obtained using the present models compared favorably with the field measurements. Average correlation coefficients of 0.9 were obtained in some cases. The results showed that the estuaries erodes, accretes, or remain stable, depending on the rate at which sediment is supplied or removed from them. Â© 2012 Journal of Urban and Environmental Engineering (JUEE)."
"41",8608,"2020.1040","AIS data analytics for adaptive rotating shift in vessel traffic service","Purpose Considering the varied and dynamic workload of vessel traffic service (VTS) operators, design an adaptive rotating shift solution to prevent them from getting tired while ensuring continuous high-quality services and finally guarantee a benign maritime traffic environment. Design/methodology/approach The problem of rotating shift in VTS and its influencing factors are analyzed first, then the framework of automatic identification system (AIS) data analytics is proposed, as well as the data model to extract spatial-temporal information. Besides, K-means-based anomaly detection method is adjusted to generate anomaly-free data, with which the traffic trend analysis and prediction are made. Based on this knowledge, strategies and methods for adaptive rotating shift design are worked out. Findings In VTS, vessel number and speed are identified as two most crucial factors influencing operators' workload. Based on the two factors, the proposed data model is verified to be effective on reducing data size and improving data processing efficiency. Besides, the K-means-based anomaly detection method could provide stable results, and the work shift pattern planning algorithm could efficiently generate acceptable solutions based on maritime traffic information. Originality/value This is a pioneer work on utilizing maritime traffic data to facilitate the operation management in VTS, which provides a new direction to improve their daily management. Besides, a systematic data-driven solution for adaptive rotating shift is proposed, including knowledge discovery method and decision-making algorithm for adaptive rotating shift design. The technical framework is flexible and can be extended for managing other activities in VTS or adapted in diverse fields."
"42",85792,"1999.1564","Sevoflurane increases lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy","Background: The data on the effect of sevoflurane on intracranial pressure in humans are still limited and inconclusive. The authors hypothesized that sevoflurane would increase intracranial pressure as compared to propofol. Methods: In 20 patients with no evidence of mass effect undergoing transsphenoidal hypophysectomy, anesthesia was induced with intravenous fentanyl and propofol and maintained with 70\% nitrous oxide in oxygen and a continuous propofol infusion, 100 mu g.kg(-1).min(-1). The authors assigned patients to two groups randomized to receive only continued propofol infusion (n = 10) or sevoflurane Cn = 10) for 20 min. During the 20-min study period, each patient in the sevoflurane group received, in random order, two concentrations (0.5 times the minimum alveolar concentration {[}MAC] and 1.0 MAC end-tidal) of sevoflurane for 10 min each, The authors continuously monitored lumbar cerebrospinal fluid (CSF) pressure, blood pressure, heart rate, and anesthetic concentrations. Results: Lumbar CSF pressure increased by 2 +/- 2 mmHg (mean +/- SD) with both 0.5 MAC and 1 MAC of sevoflurane. Cerebral perfusion pressure decreased by 11 +/- 5 mmHg with 0.5 MAC and by 15 +/- 4 mmHg with 1.0 MAC of sevoflurane. Systolic blood pressure decreased with both concentrations of sevoflurane. To maintain blood pressure within predetermined limits (within +/- 20\% of baseline value), phenylephrine was administered to 5 of 10 patients in the sevoflurane group (range = 50-300 mu g) and no patients in the propofol group. Lumbar CSF pressure, cerebral perfusion pressure, and systolic blood pressure did not change in the propofol group. Conclusions: Sevoflurane, at 0.5 and 1.0 MAC, increases lumbar CSF pressure. The changes produced by 1.0 MAC sevoflurane did not differ from those observed in a previous study with 1.0 MAC isoflurane or desflurane."
"43",84509,"2020.6077","An African bat in Europe, Plecotus gaisleri: Biogeographic and ecological insights from molecular taxonomy and Species Distribution Models","Because of the high risk of going unnoticed, cryptic species represent a major challenge to biodiversity assessments, and this is particularly true for taxa that include many such species, for example, bats. Long-eared bats from the genus Plecotus comprise numerous cryptic species occurring in the Mediterranean Region and present complex phylogenetic relationships and often unclear distributions, particularly at the edge of their known ranges and on islands. Here, we combine Species Distribution Models (SDMs), field surveys and molecular analyses to shed light on the presence of a cryptic long-eared bat species from North Africa, Plecotus gaisleri, on the islands of the Sicily Channel, providing strong evidence that this species also occurs in Europe, at least on the islands of the Western Mediterranean Sea that act as a crossroad between the Old Continent and Africa. Species Distribution Models built using African records of P. gaisleri and projected to the Sicily Channel Islands showed that all these islands are potentially suitable for the species. Molecular identification of Plecotus captured on Pantelleria, and recent data from Malta and Gozo, confirmed the species' presence on two of the islands in question. Besides confirming that P. gaisleri occurs on Pantelleria, haplotype network reconstructions highlighted moderate structuring between insular and continental populations of this species. Our results remark the role of Italy as a bat diversity hotspot in the Mediterranean and also highlight the need to include P. gaisleri in European faunal checklists and conservation directives, confirming the usefulness of combining different approaches to explore the presence of cryptic species outside their known ranges-a fundamental step to informing conservation."
"44",341856,"2014.12958","Enhancing operational envelope for offshore coiled tubing interventions to perform in monsoon season","An operator requiring an offshore coiled tubing (CT) intervention in the South China Sea, Brunei, encountered challenging monsoon weather conditions, as well as limited and aging offshore facilities. This, combined with a desire to improve operational efficiency, led to the design of novel improvements to the CT intervention vessel. Innovative technologies from various applications were combined to provide the operator with a successful solution for CT intervention improvement. The CT intervention vessel concepts consisted of a full catenary CT system, dynamic positioning (DP) vessel, knuckle boom crane, and a heave-compensated gangway. The full catenary system was selected for this CT operation to help minimize the potential for lifting hazards, reduce offshore installation lead times, and improve the operating efficiency of the CT intervention vessel. The DP vessel eliminated anchoring requirements and provided enhanced efficiency for evacuation. The knuckle boom crane provided the capability to lift at different angles to reach equipment placement in difficult positions, even underneath the platform helideck. The heave-compensated gangway delivered improved crew transportation between the vessel and offshore facilities, as well as provided a means for improved emergency response and evacuation during the occurrence of sudden severe offshore weather conditions. Use of these novel concepts significantly improved the safety and operation of the CT intervention vessel. Copyright 2014, Offshore Technology Conference."
"45",385253,"2021.22545","Techno-economic system analysis of an offshore energy hub with an outlook on electrofuel applications","The integration of cross-sectoral energy hubs into large-scale wind farms opens up existing structures to new applications and contributes to achieving renewable energy systems and climate protection targets. The offshore energy hub concept consists in establishing an artificially constructed energy conversion and distribution hub that addresses two energy-related markets by power supply to public grids and by potentially enabling the conversion of renewable electricity into hydrogen or ammonia and supplying it ashore. Hence, the energy hub concept enables smart integration of offshore wind power into gas grids. Power generation on demand from stored green gas is able to cover residual power loads at low carbon intensity. Electrofuel production provides also the opportunity to export renewable fuels for sectors with traditionally high greenhouse gas emissions, e.g., agriculture or transportation. In this contribution an energy hub system in the North Sea is modeled and simulated to determine production quantities and efficiencies of electricity, hydrogen and ammonia. When comparing the efficiencies of production, storage, and transport values of 45.1â€“65% for hydrogen and values of 52â€“52.3% for ammonia were determined. Re-conversion to electricity with fuel cells of both hydrogen and ammonia is less efficient and cost worthly than their use in electrofuel applications. Because of emerging and potential cost reductions a sensitivity analysis is performed where lower capital costs (50%) lead to cost reductions in hydrogen (42â€“45%) and ammonia production (40â€“42%). Results show that energy hubs can become sustainable pillars in future energy systems through improving cost-competitiveness of wind power. Â© 2021 The Authors"
"46",375353,"1990.2796","Recycling of larger offshore facilities: Relocation of W.C. 547 ""A"" platform to E.C. 278 ""C""","The intent of this paper is to document the major accomplishments in the salvage, transportation and reinstallation of a 120 MMCFD gas drilling and production platform from one location in the Gulf of Mexico to another. The project entailed moving a complete 192' depth facility including jacket, deck, and process equipment. The paper will discuss several Gulf of Mexico firsts for Texaco, such as: 1. Heaviest jacket relocation in the Gulf of Mexico 2. First upright lift and tow of a large jacket 3. Application of the Jones Act and impact on project 4. In situ coating of splash zone area of structure. Copyright 1990, Offshore Technology Conference."
"47",11765,"2011.510","Landscape position and habitat polygons in a dynamic coastal environment","In contrast to stable inland systems, coastal landscape positions are dynamic, changing as shorelines migrate and storms alter topography. We define landscape position by distance to ocean shoreline and elevation above sea level, two metrics that integrate a suite of environmental and biotic factors. As shoreline and elevation change, suitability of a geo-referenced position for a given plant species may also change. The objectives of our study were to use two methods for measuring landscape position (GPS and hyperspectral/light detection and ranging or LIDAR) to develop habitat polygons, compare habitat polygons for five species representing several adaptive strategies, and illustrate change in landscape position due to migrating shoreline for a Virginia, USA barrier island. Habitat polygons for each species were distinct, represented several growth forms or functional groups, and were indicative of tolerances to biotic and abiotic stresses. The habitat polygon for Cakile edentula (annual forb) was relatively small, indicating narrow habitat requirements for the strand environment. Cirsium horridulum (biennial forb), with succulent shoots and roots, occurred on dunes where water is most limiting. For the dune-building grass, Ammophila breviligulata, as distance from shoreline increased, minimum elevation also increased. Two woody species occurred across the entire island; however, Morella cerifera (N-fixing shrub), was limited to mesic swales whereas Juniperus virginiana (evergreen tree), with the largest habitat polygon, occurred on both dunes and swales. For a geo-referenced point on the north end of Hog Island, distance to shoreline increased from the shoreline to 1100 m inland over 139 years. In contrast, the geo-referenced point on the eroding portion of the island decreased from 1700 m to 120 m from the ocean shoreline over the same time period. Where sea level rise and storms are expected to alter shorelines and island topography, generation of habitat polygons from hyperspectral and LIDAR imagery provide rapid assessment of potential effects on species distribution patterns at local and regional scales. Habitat polygons have broad applicability beyond coastal systems and may contribute to a rapid assessment or identification of vulnerability for species as climate patterns shift through time."
"48",37050,"2014.1898","Toward an international program for offshore storage of CO2: International Initiative for CCS sub-sea (iCCSc).","Offshore geologic settings worldwide add to widely distributed high-volume storage resource needed to reduce CO2 emissions at scales and for durations needed for global atmospheric benefit. Definition, access, and demonstration of offshore storage resources can increase engagement of many countries in emissions reduction negotiations. A research capacity-building initiative is needed to focus on both proving up global geologic capacity offshore and developing international technical capacity to utilize offshore storage resources. Such an initiative must leverage the strengths of the collective technical experience and financial capacity of international governmental, industrial, and academic/research organizations to distribute the costs and risks associated with large-scale offshore CCS. One long-term success criteria of such an effort could be an accelerated path for offshore demonstration projects. (C) 2014 The Authors. Published by Elsevier Ltd."
"49",185739,"2010.5826","EVALUATION OF THE FEASIBILITY OF WEB CAMERAS TO MONITOR COASTAL AREAS","Global and regional environmental changes can cause serious effects on coastal areas. Web camera has an effective possibility for the monitoring of these phenomena, because they can acquire continuous data in relatively large areas. This research is evaluating the feasibility of web cameras to monitor coastal areas (benthic cover of a coral reef and shorelines). Composite visible images were useful for decrease of effects of halation and wave, it was found that they were effective way of monitoring under water. We were able to extract waterline accurately using near-infrared images, it was found that they were effective way of monitoring the change of shorelines by rising sea levels and intensified typhoon activities."
"50",373450,"2021.18738","Delayed detached eddy simulation method for breaking bow waves of a surface combatant model with different trim angle","Sailing attitudes vary with different loading conditions for ships sailing in open sea, and the trim angle, either by bow or by stern, exerts considerable impact on the flow field around the ship. Currently, attention has primarily been focused on hull resistance and wave patterns while few studies have touched upon breaking bow wave under different trim conditions. This study aims to analyze the breaking bow wave of a surface combatant model with a length of 5.72 m DTMB (name of a surface combatant model) under different sailing attitudes at Fr = 0.35. The Delayed Detached Eddy Simulation (DDES) approach was adopted to study the breaking bow wave features such as plunging jet and air entrainment. The interface-compression algebraic Volume Of Fluid (VOF) method in OpenFOAM was used to capture the free surface. The Computational Fluid Dynamics (CFD) approach was firstly validated by comparing hull resistance and wave contour with the available experimental data. The study then delves into the influence of trim angles on breaking bow waves through simulations of the different conditions, i.e., 1 deg trim by bow, test condition and 1 deg trim by stern. The wave contour, breaking wave profile, vorticity field and the wake field at several transverse sections are then compared in three trim conditions, followed by an analysis of the initial evolution of bow wave breaking based on the turbulent kinetic energy and the vorticity field at four cross sections. The results suggest that trim by bow makes free surface sharper and wave amplitude larger in the breaking bow wave region. The reason is that trim by bow enlarges the attack angle of the bow, thus energizing the bow wave and generating a more violent free surface of bow wave breaking. Â© 2021 Elsevier Ltd"
"51",65852,"2008.3229","Small RNAs encoded within genetic islands of Salmonella typhimurium show host-induced expression and role in virulence","The emergence of pathogenic strains of enteric bacteria and their adaptation to unique niches are associated with the acquisition of foreign DNA segments termed genetic islands. We explored these islands for the occurrence of small RNA (sRNA) encoding genes. Previous systematic screens for enteric bacteria sRNAs were mainly carried out using the laboratory strain Escherichia coli K12, leading to the discovery of 80 new sRNA genes. These searches were based on conservation within closely related members of enteric bacteria and thus, sRNAs, unique to pathogenic strains were excluded. Here we describe the identification and characterization of 19 novel unique sRNA genes encoded within the genetic islands of the virulent strain Salmonella typhimurium. We show that the expression of many of the island-encoded genes is associated with stress conditions and stationary phase. Several of these sRNA genes are induced when Salmonella resides within macrophages. One sRNA, IsrJ, was further examined and found to affect the translocation efficiency of virulence-associated effector proteins into nonphagocytic cells. In addition, we report that unlike the majority of the E. coli sRNAs that are trans regulators, many of the island-encoded sRNAs affect the expression of cis-encoded genes. Our study suggests that the island encoded sRNA genes play an important role within the network that regulates bacterial adaptation to environmental changes and stress conditions and thus controls virulence."
"52",270250,"2013.10579","A revised 1000 year atmospheric Î´13 C-CO2 record from Law Dome and South Pole, Antarctica","We present new measurements of Î´13C of CO2 extracted from a high-resolution ice core from Law Dome (East Antarctica), together with firn measurements performed at Law Dome and South Pole, covering the last 150 years. Our analysis is motivated by the need to better understand the role and feedback of the carbon (C) cycle in climate change, by advances in measurement methods, and by apparent anomalies when comparing ice core and firn air Î´13C records from Law Dome and South Pole. We demonstrate improved consistency between Law Dome ice, South Pole firn, and the Cape Grim (Tasmania) atmospheric Î´13C data, providing evidence that our new record reliably extends direct atmospheric measurements back in time. We also show a revised version of early Î´13C measurements covering the last 1000 years, with a mean preindustrial level of -6.50â€°. Finally, we use a Kalman Filter Double Deconvolution to infer net natural CO2 fluxes between atmosphere, ocean, and land, which cause small Î´13C deviations from the predominant anthropogenically induced Î´13C decrease. The main features found from the previous Î´13C record are confirmed, including the ocean as the dominant cause for the 1940 A.D. CO2 leveling. Our new record provides a solid basis for future investigation of the causes of decadal to centennial variations of the preindustrial atmospheric CO2 concentration. Those causes are of potential significance for predicting future CO2 levels and when attempting atmospheric verification of recent and future global carbon emission mitigation measures through Coupled Climate Carbon Cycle Models. Key Points New and revised, firn and ice Î´13C-CO2 measurements from Antarctica Improve consistency between ice and firn Î´13C-CO2 measurements Net natural CO2 fluxes between atmosphere, ocean and land inferred Â©2013. American Geophysical Union. All Rights Reserved."
