Article ID,Article URL,Status,User Count,Users,Include,Relevant Population,Relevant Intervention ,Relevant Outcome,> 1 ORO,Outcome section,blue carbon flux/storage,User Notes,Title,Journal,Authors
91759682,https://sysrev.com/p/121334/article/91759682,consistent,2,deviveytia|||bopp,false,true,false,true,,,,,A wintertime uptake window for anthropogenic CO2 in the North Pacific,GLOBAL BIOGEOCHEMICAL CYCLES,"Rodgers, Keith B.; Sarmiento, Jorge L.; Aumont, Olivier; Crevoisier, Cyril; Montegut, Clement de Boyer; Metzl, Nicolas"
91759683,https://sysrev.com/p/121334/article/91759683,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,false|||true,true,,,,"""Not sure if the case study is a coastal community/responding to ocean-related threat""",``We Might Go Back to This{''}; Drawing on the Past to Meet the Future in Northwestern North American Indigenous Communities,ECOLOGY AND SOCIETY,"Turner, Nancy; Spalding, Pamela R."
91759684,https://sysrev.com/p/121334/article/91759684,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,Investigating the environmental Kuznets curve between economic growth and chemical fertilizer surpluses in China: a provincial panel cointegration approach,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Yu, Xiaomin; Schweikert, Karsten; Doluschitz, Reiner"
91759685,https://sysrev.com/p/121334/article/91759685,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,"Arctic freshwater biodiversity: Establishing baselines, trends, and drivers of ecological change",FRESHWATER BIOLOGY,"Culp, Joseph M.; Goedkoop, Willem; Christensen, Tom; Christoffersen, Kirsten S.; Fefilova, Elena; Liljaniemi, Petri; Novichkova, Anna A.; Olafsson, Jon S.; Sandoy, Steinar; Zimmerman, Christian E.; Lento, Jennifer"
91759686,https://sysrev.com/p/121334/article/91759686,consistent,2,deviveytia|||bopp,true,true,true,true,,,,,Shoreline Solutions: Guiding Efficient Data Selection for Coastal Risk Modeling and the Design of Adaptation Interventions,WATER,"Acosta-Morel, Montserrat; McNulty, Valerie Pietsch; Lummen, Natainia; Schill, Steven R.; Beck, Michael W."
91759687,https://sysrev.com/p/121334/article/91759687,consistent,2,bopp|||yunne-jai.shin,false,false|||true,false|||true,true,,,,,Large-Scale Biomonitoring of Remote and Threatened Ecosystems via High-Throughput Sequencing,PLOS ONE,"Gibson, Joel F.; Shokralla, Shadi; Curry, Colin; Baird, Donald J.; Monk, Wendy A.; King, Ian; Hajibabaei, Mehrdad"
91759688,https://sysrev.com/p/121334/article/91759688,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,"Understanding risks in the light of uncertainty: low-probability, high-impact coastal events in cities",ENVIRONMENTAL RESEARCH LETTERS,"Maria Abadie, Luis; Galarraga, Ibon; Sainz de Murieta, Elisa"
91759689,https://sysrev.com/p/121334/article/91759689,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Inorganic anions as retarders for deep borehole disposal grouts,ADVANCES IN CEMENT RESEARCH,"Collier, Nicholas C.; Balboa, Hector E.; Milestone, Neil B.; Travis, Karl P."
91759690,https://sysrev.com/p/121334/article/91759690,consistent,2,bopp|||yunne-jai.shin,false,true,false,true,,,,,HAZARDOUS PHENOMENA IN THE SLIDES ZONE OF THE UKRAINIAN SECTION IN AZOV SEA,VISNYK OF V N KARAZIN KHARKIV NATIONAL UNIVERSITY-SERIES GEOLOGY GEOGRAPHY ECOLOGY,"Berlinsky, Nikolai Anatoliyovich; Sahaidak, Maksym Oleksandrovich"
91759691,https://sysrev.com/p/121334/article/91759691,consistent,2,bopp|||yunne-jai.shin,false,false,false|||true,false|||true,,,,,Parameter Optimization Algorithms for Evolving Rule Models Applied to Freshwater Ecosystems,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,"Cao, Hongqing; Recknagel, Friedrich; Orr, Philip T."
91759692,https://sysrev.com/p/121334/article/91759692,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,true,false,,,Marine and coastal ecosystem-based adaptation in Asia and Oceania: review of approaches and integration with marine spatial planning,PACIFIC CONSERVATION BIOLOGY,"Giffin, Alyssa L.; Brown, Christopher J.; Nalau, Johanna; Mackey, Brendan G.; Connolly, Rod M."
91759693,https://sysrev.com/p/121334/article/91759693,resolved,3,deviveytia|||bopp|||yunne-jai.shin,true,true,true,true,false,false,true,,"Primary production, calcification, and air-sea CO2 fluxes of a macroalgal-dominated coral reef community (Moorea, French Polynesia)",JOURNAL OF PHYCOLOGY,"Gattuso, JP; Payri, CE; Pichon, M; Delesalle, B; Frankignoulle, M"
91759694,https://sysrev.com/p/121334/article/91759694,resolved,3,bopp|||yunne-jai.shin|||deviveytia,false,true,false,false,,,,"""Resolved conflict -- no intervention discussed, more about understanding risks due to high waves""",Mapping wave set-up near a complex geometric urban coastline,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,"Soomere, T.; Pindsoo, K.; Bishop, S. R.; Kaeaerd, A.; Valdmann, A."
91759695,https://sysrev.com/p/121334/article/91759695,consistent,2,bopp|||yunne-jai.shin,false,true,false,true,,,,,Regional Distribution and Change Dynamics of Mangroves in Mexico between 1970/80 and 2015,WETLANDS,"Valderrama-Landeros, L. H.; Lopez-Portillo, J.; Velazquez-Salazar, S.; Alcantara-Maya, J. A.; Troche-Souza, C.; Rodriguez-Zuniga, M. T.; Vazquez-Balderas, B.; Villeda-Chavez, E.; Cruz-Lopez, I, M.; Ressl, R."
91759696,https://sysrev.com/p/121334/article/91759696,consistent,2,deviveytia|||bopp,false,true,false|||true,false|||true,,,,,When is a fishery sustainable?,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,"Hilborn, Ray; Fulton, Elizabeth A.; Green, Bridget S.; Hartmann, Klaas; Tracey, Sean R.; Watson, Reg A."
91759697,https://sysrev.com/p/121334/article/91759697,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,"delta C-13 stratigraphy of the Birmania Basin, Rajasthan, India: implications for the Vendian-Cambrian transition",NA,"Maheshwari, A.; Sial, A. N.; Mathur, S. C."
91759698,https://sysrev.com/p/121334/article/91759698,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,false,false,,,Ecosystem engineering by large grazers enhances carbon stocks in a tidal salt marsh,MARINE ECOLOGY PROGRESS SERIES,"Elschot, Kelly; Bakker, Jan P.; Temmerman, Stijn; van de Koppel, Johan; Bouma, Tjeerd J."
91759699,https://sysrev.com/p/121334/article/91759699,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,,Case studies in co-benefits approaches to climate change mitigation and adaptation,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,"Spencer, Benjamin; Lawler, Josh; Lowe, Celia; Thompson, LuAnne; Hinckley, Tom; Kim, Soo-Hyung; Bolton, Susan; Meschke, Scott; Olden, Julian D.; Voss, Joachim"
91759700,https://sysrev.com/p/121334/article/91759700,resolved,3,deviveytia|||bopp|||yunne-jai.shin,false,false,false,false,,,,,Climate Change Risk and Vulnerabilities Analysis in Trieste SECAP,SUSTAINABILITY,"Manzan, Marco; Bacaro, Giovanni; Nardini, Andrea; Casagrande, Giulia; Pezzi, Amedeo; Petruzzellis, Francesco; Tordoni, Enrico; Fontolan, Giorgio"
91759701,https://sysrev.com/p/121334/article/91759701,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,false,true,true,false,,,,,New estimates of potential impacts of sea level rise and coastal floods in Poland,NATURAL HAZARDS,"Paprotny, Dominik; Terefenko, Pawel"
91759702,https://sysrev.com/p/121334/article/91759702,resolved,3,bopp|||yunne-jai.shin|||deviveytia,true,true,true,true,,,,"""Yes relevant population, because they talk about onshore and offshore locations""",Geochemical evaluation of CO2 injection into storage reservoirs based on case-studies in The Netherlands,NA,"Tambach, Tim; Koenen, Marielle; van Bergen, Frank"
91759703,https://sysrev.com/p/121334/article/91759703,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,"Economic, Energy, Exergo-Economic, and Environmental Analyses and Multiobjective Optimization of Seawater Reverse Osmosis Desalination Systems with Boron Removal",INDUSTRIAL \& ENGINEERING CHEMISTRY RESEARCH,"Du, Yawei; Liu, Yan; Xie, Lixin; Zhang, Shaofeng"
91759704,https://sysrev.com/p/121334/article/91759704,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,false,false,,,Wind energy potential analysis using Sentinel-1 satellite: A review and a case study on Mediterranean islands,RENEWABLE \& SUSTAINABLE ENERGY REVIEWS,"Nezhad, M. Majidi; Groppi, D.; Marzialetti, P.; Fusilli, L.; Laneve, G.; Cumo, F.; Garcia, D. Astiaso"
91759705,https://sysrev.com/p/121334/article/91759705,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,Building with Nature: in search of resilient storm surge protection strategies,NATURAL HAZARDS,"van Slobbe, E.; de Vriend, H. J.; Aarninkhof, S.; Lulofs, K.; de Vries, M.; Dircke, P."
91759706,https://sysrev.com/p/121334/article/91759706,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,Assessment of Heatwave Impacts,NA,"Hatvani-Kovacs, Gertrud; Belusko, Martin; Pockett, John; Boland, John"
91759707,https://sysrev.com/p/121334/article/91759707,consistent,2,deviveytia|||bopp,false,true,false,false|||true,,,,,"Spatial Spatial distribution and ecological risk assessment of heavy metals in coastal surface sediments in the Hebei Province offshore area, Bohai Sea, China",MARINE POLLUTION BULLETIN,"Ding, Xigui; Ye, Siyuan; Yuan, Hongming; Krauss, Ken W."
91759708,https://sysrev.com/p/121334/article/91759708,consistent,2,deviveytia|||bopp,false,false,true,true,,,,,"Climate change impact on future photovoltaic resource potential in an orographically complex archipelago, the Canary Islands",RENEWABLE ENERGY,"Perez, Juan C.; Gonzalez, Albano; Diaz, Juan P.; Exposito, Francisco J.; Felipe, Jonatan"
91759709,https://sysrev.com/p/121334/article/91759709,consistent,2,deviveytia|||bopp,false,true,false,true,,true,,,Climate change affects us in the tropics: local perspectives on ecosystem services and well-being sensitivity in Southeast Brazil,REGIONAL ENVIRONMENTAL CHANGE,"Pinho, Patricia F.; Canova, Moara T.; Toledo, Peter M.; Gonzalez, Adrian; Lapola, David M.; Ometto, Jean P.; Smith, Mark Stafford"
91759710,https://sysrev.com/p/121334/article/91759710,consistent,2,deviveytia|||jean-pierre.gattuso,true,true,true,true,,,,,The coral conservation crisis: interacting local and global stressors reduce reef resiliency and create challenges for conservation solutions,SN APPLIED SCIENCES,"Good, Alexandra M.; Bahr, Keisha D."
91759711,https://sysrev.com/p/121334/article/91759711,consistent,2,deviveytia|||bopp,false,false,true,true,,,,,Algae alleviate carbon limitation of heterotrophic bacteria in a boreal peatland,JOURNAL OF ECOLOGY,"Wyatt, Kevin H.; Turetsky, Merritt R."
91759712,https://sysrev.com/p/121334/article/91759712,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,true,true,true,true,false,false,false,,Managing for No Net Loss of Ecological Services: An Approach for Quantifying Loss of Coastal Wetlands due to Sea Level Rise,ENVIRONMENTAL MANAGEMENT,"Kassakian, Jennifer; Jones, Ann; Martinich, Jeremy; Hudgens, Daniel"
91759713,https://sysrev.com/p/121334/article/91759713,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Ocean health in the Northeast United States from 2005 to 2017,PEOPLE AND NATURE,"Montgomery, Jamie; Scarborough, Courtney; Shumchenia, Emily; Verstaen, Juliette; Napoli, Nick; Halpern, Benjamin"
91759714,https://sysrev.com/p/121334/article/91759714,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Experimental evaluation of a multi-skid reverse osmosis unit operating at fluctuating power input,DESALINATION,"Ntavou, Erika; Kosmadakis, George; Manolakos, Dimitris; Papadakis, George; Papantonis, Dimitris"
91759715,https://sysrev.com/p/121334/article/91759715,consistent,2,deviveytia|||bopp,true,true,true,true,,,,,A Technical Assessment of Offshore Wind Energy in Mexico: A Case Study in Tehuantepec Gulf,ENERGIES,"Bernal-Camacho, Diego Fernando; Fontes, Jassiel V. H.; Mendoza, Edgar"
91759716,https://sysrev.com/p/121334/article/91759716,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,Artificial Humic Acids: Sustainable Materials against Climate Change,ADVANCED SCIENCE,"Yang, Fan; Antonietti, Markus"
91759717,https://sysrev.com/p/121334/article/91759717,consistent,2,deviveytia|||jean-pierre.gattuso,true,true,true,true,false,,,,Collaboration a solution for small island developing states to address food security and economic development in the face of climate change,OCEAN \& COASTAL MANAGEMENT,"Syddall, Victoria Margaret; Fisher, Karen; Thrush, Simon"
91759718,https://sysrev.com/p/121334/article/91759718,consistent,2,deviveytia|||bopp,false,false,true,true,,,,,Culturally significant fisheries: keystones for management of freshwater social-ecological systems,ECOLOGY AND SOCIETY,"Noble, Mae; Duncan, Phil; Perry, Darren; Prosper, Kerry; Rose, Denis; Schnierer, Stephan; Tipa, Gail; Williams, Erica; Woods, Rene; Pittock, Jamie"
91759719,https://sysrev.com/p/121334/article/91759719,consistent,2,deviveytia|||adriencomte.pro,false,true,false|||true,false,,,,,Time-Varying Emulator for Short and Long-Term Analysis of Coastal Flood Hazard Potential,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,"Anderson, D.; Rueda, A.; Cagigal, L.; Antolinez, J. A. A.; Mendez, F. J.; Ruggiero, P."
91759720,https://sysrev.com/p/121334/article/91759720,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,true,true,true,true,false,false,false,,Development and application of a simulator for offshore wind turbine blades installation,OCEAN ENGINEERING,"Ren, Zhengru; Jiang, Zhiyu; Skjetne, Roger; Gao, Zhen"
91759721,https://sysrev.com/p/121334/article/91759721,consistent,2,deviveytia|||bopp,false,false,true,true,,,,,Analysis of multiple drivers of air pollution emissions in China via interregional trade,JOURNAL OF CLEANER PRODUCTION,"Wang, Yuqing; Yang, Haozhe; Liu, Junfeng; Xu, Yuan; Wang, Xuejun; Ma, Jianmin; Xu, Jiayu; Yi, Kan; Tao, Shu"
91759722,https://sysrev.com/p/121334/article/91759722,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,false,false,,,THE ROLE OF WETLANDS FOR MITIGATING ECONOMIC DAMAGE FROM HURRICANES,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,"Boutwell, J. Luke; Westra, John V."
91759723,https://sysrev.com/p/121334/article/91759723,consistent,2,bopp|||yunne-jai.shin,false,true,false,true,,,,,Monitoring the change of Turkey's tourism city Antalya's Konyaalti shoreline with multi-source satellite and meteorological data,APPLIED GEOMATICS,"Yigit, Abdurahman Yasin; Kaya, Yunus; Senol, Halil Ibrahim"
91759724,https://sysrev.com/p/121334/article/91759724,consistent,2,deviveytia|||adriencomte.pro,false,false|||true,false|||true,true,,true,,,Impact of water-level fluctuations on cyanobacterial blooms: options for management,AQUATIC ECOLOGY,"Bakker, Elisabeth S.; Hilt, Sabine"
91759725,https://sysrev.com/p/121334/article/91759725,resolved,3,bopp|||yunne-jai.shin|||deviveytia,false,true,false,false,,,,"""Chose to exclude because the authors did not state whether the saltwater intrusion was due to a climate change-related variable. If they had said saltwater intrusion due to increasing sea levels or to increasing extreme weather, then it would have been an include""",Optimal locations of groundwater extractions in coastal aquifers,WATER RESOURCES MANAGEMENT,"Ferreira da Silva, Julio F.; Haie, Naim"
91759726,https://sysrev.com/p/121334/article/91759726,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,"""unsure if flooding is coastal or from precipitation, so keep to be conservative""",Local Community Knowledge for Flood Resilience: A Case Study from East Coast Malaysia,INTERNATIONAL JOURNAL OF BUILT ENVIRONMENT AND SUSTAINABILITY,"Kamarudin, Khairul Hisyam; Rashid, Mohamad Fadhli; Chong, Noraini Omar"
91759727,https://sysrev.com/p/121334/article/91759727,consistent,2,bopp|||yunne-jai.shin,false,false|||true,true,false|||true,,,,,"Politics, the State, and Sea Level Rise: The Treadmill of Production and Structural Selectivity in North Carolina's Coastal Resource Commission",SOCIOLOGICAL QUARTERLY,"Allen, Jason S.; Longo, Stefano B.; Shriver, Thomas E."
91759728,https://sysrev.com/p/121334/article/91759728,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Intertidal diatom communities reflect patchiness in groundwater discharge,ESTUARINE COASTAL AND SHELF SCIENCE,"Welti, N.; Gale, D.; Hayes, M.; Kumar, A.; Gasparon, M.; Gibbes, B.; Lockington, D."
91759729,https://sysrev.com/p/121334/article/91759729,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,false,false,,,Offshore Wind Farm Wake Effect on Stratification and Coastal Upwelling,NA,"Paskyabi, Mostafa Bakhoday"
91759730,https://sysrev.com/p/121334/article/91759730,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,"Tourism Adaptation to Coastal Risks: A Socio-Spatial Analysis of the Magdalen Islands in Quebec, Canada",WATER,"Lapointe, Dominic; Renaud, Luc; Blanchard, Mathias Emmett"
91759731,https://sysrev.com/p/121334/article/91759731,resolved,2,deviveytia|||bopp,false,true,false,true,,,,,"Socio-ecological systems modelling of coastal urban area under a changing climate - Case study for Ubatuba, Brazil",ECOLOGICAL MODELLING,"Oliveira, Bruno M.; Boumans, Roelof; Fath, Brian D.; Harari, Joseph"
91759732,https://sysrev.com/p/121334/article/91759732,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,false,false,,,Comparison of marine macrophytes for their contributions to blue carbon sequestration,ECOLOGY,"Trevathan-Tackett, Stacey M.; Kelleway, Jeffrey; Macreadie, Peter I.; Beardall, John; Ralph, Peter; Bellgrove, Alecia"
91759733,https://sysrev.com/p/121334/article/91759733,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Environmental drivers of demography and potential factors limiting the recovery of an endangered marine top predator,ECOSPHERE,"Warlick, Amanda J. J.; Johnson, Devin S. S.; Gelatt, Tom S. S.; Converse, Sarah J. J."
91759734,https://sysrev.com/p/121334/article/91759734,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,false,true,false,false,,,,,Using Expert and Non-expert Models of Climate Change to Enhance Communication,ENVIRONMENTAL COMMUNICATION-A JOURNAL OF NATURE AND CULTURE,"Carlton, J. Stuart; Jacobson, Susan K."
91759735,https://sysrev.com/p/121334/article/91759735,consistent,2,bopp|||yunne-jai.shin,false,true,false,true,,,,,"Osmoregulation pattern and salinity tolerance of the white shrimp Litopenaeus vannamei (Boone, 1931) during post-embryonic development",AQUACULTURE,"Chong-Robles, Jennyfers; Charmantier, Guy; Boulo, Viviane; Lizarraga-Valdez, Joel; Enriquez-Paredes, Luis M.; Giffard-Mena, Ivone"
91759736,https://sysrev.com/p/121334/article/91759736,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,Long-term monitoring of atmospheric PCDD/Fs at Mount Lulin during spring season: PCDD/F source apportionment through a simultaneous measurement in Southeast Asia,CHEMOSPHERE,"Ngo Tuan Hung; Li, Chueh Ting; Wang, Sheng Hsiang; Ou-Yang, Chang-Feng; Lin, Chuan-Yao; Lee, Chung-Te; Lin, Neng-Huei; Chi, Kai Hsien"
91759737,https://sysrev.com/p/121334/article/91759737,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,false,true,false,false,,,,,Do early warning indicators consistently predict nonlinear change in long-term ecological data?,JOURNAL OF APPLIED ECOLOGY,"Burthe, Sarah J.; Henrys, Peter A.; Mackay, Eleanor B.; Spears, Bryan M.; Campbell, Ronald; Carvalho, Laurence; Dudley, Bernard; Gunn, Iain D. M.; Johns, David G.; Maberly, Stephen C.; May, Linda; Newell, Mark A.; Wanless, Sarah; Winfield, Ian J.; Thackeray, Stephen J.; Daunt, Francis"
91759738,https://sysrev.com/p/121334/article/91759738,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,false,false,false,false,,,,"""Whole community relocation plan as an intervention in one of the monitored communities""",Health and well-being in small island communities: a cross-sectional study in the Solomon Islands,BMJ OPEN,"Furusawa, Takuro; Pitakaka, Freda; Gabriel, Spencer; Sai, Akira; Tsukahara, Takahiro; Ishida, Takafumi"
91759739,https://sysrev.com/p/121334/article/91759739,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,"Monthly Variation in the Macromolecular Composition of Phytoplankton Communities at Jang Bogo Station, Terra Nova Bay, Ross Sea",FRONTIERS IN MICROBIOLOGY,"Kim, Kwanwoo; Park, Jisoo; Jo, Naeun; Park, Sanghoon; Yoo, Hyeju; Kim, Jaehong; Lee, Sang Heon"
91759740,https://sysrev.com/p/121334/article/91759740,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,International tourism and climate change,WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,"Scott, Daniel; Gossling, Stefan; Hall, C. Michael"
91759741,https://sysrev.com/p/121334/article/91759741,consistent,2,bopp|||yunne-jai.shin,false,true,false,true,,,,,Adaptation Strategy of Climate Change Impact on Water Resources in Small Island Coastal Areas: Case Study on Ternate Island-North Maluku,NA,"Nagu, Nani; Lessy, Mohammad Ridwan; Achmad, Rahim"
91759742,https://sysrev.com/p/121334/article/91759742,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,true,true,true,true,false,false,false,,Resiliency planning: prioritizing the vulnerability of coastal bridges to flooding and scour,NA,"Shields, Gerarda M."
91759743,https://sysrev.com/p/121334/article/91759743,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,OPTIONS FOR ENHANCING THE STORAGE OF CARBON-DIOXIDE IN THE OCEANS - A REVIEW,ENERGY CONVERSION AND MANAGEMENT,"DEBAAR, HJW"
91759744,https://sysrev.com/p/121334/article/91759744,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,\textbackslash{} Localised and limited impact of a dredging operation on coral cover in the northwestern lagoon of New Caledonia,MARINE POLLUTION BULLETIN,"Adjeroud, Mehdi; Gilbert, Antoine; Facon, Mathilde; Foglia, Marion; Moreton, Benjamin; Heintz, Tom"
91759745,https://sysrev.com/p/121334/article/91759745,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,false,false,,,Structured decision making as a proactive approach to dealing with sea level rise in Florida,CLIMATIC CHANGE,"Martin, Julien; Fackler, Paul L.; Nichols, James D.; Lubow, Bruce C.; Eaton, Mitchell J.; Runge, Michael C.; Stith, Bradley M.; Langtimm, Catherine A."
91759746,https://sysrev.com/p/121334/article/91759746,consistent,2,bopp|||yunne-jai.shin,false,true,false,true,,,,,Phenological characteristics of global coccolithophore blooms,GLOBAL BIOGEOCHEMICAL CYCLES,"Hopkins, Jason; Henson, Stephanie A.; Painter, Stuart C.; Tyrrell, Toby; Poulton, Alex J."
91759747,https://sysrev.com/p/121334/article/91759747,consistent,2,deviveytia|||adriencomte.pro,false,false|||true,false|||true,true,,,,"""doesn't mention climate change as a motivator for the intervention""; ""ocean tangent ?""",Analyzing the transfer of immovable property rights for urban resilience: An alternative land management model for the Karaburun-Cesme-Seferihisar Peninsula,OCEAN \& COASTAL MANAGEMENT,"Eren, Sirin Gulcen; Gunay, Asli Suha"
91759748,https://sysrev.com/p/121334/article/91759748,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Alkane and polycyclic aromatic hydrocarbons in sediments and benthic invertebrates of the northern Chukchi Sea,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,"Harvey, H. Rodger; Taylor, Karen A."
91759749,https://sysrev.com/p/121334/article/91759749,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,An overlooked nitrogen loss linked to anaerobic ammonium oxidation in estuarine sediments in China,JOURNAL OF SOILS AND SEDIMENTS,"Yang, Xiao-Ru; Weng, Bo-Sen; Li, Hu; Marshall, Christopher W.; Li, Hong; Chen, Yong-Shan; Yu, Shen; Zhu, Gui-Bing; Zhu, Yong-Guan"
91759750,https://sysrev.com/p/121334/article/91759750,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,Nitrogen cycling and urban afforestation success in New York City,ECOLOGICAL APPLICATIONS,"Mejia, Gisselle A.; Groffman, Peter M.; Downey, Alisen E.; Cook, Elizabeth M.; Sritrairat, Sanpisa; Karty, Richard; Palmer, I, Matthew; McPhearson, Timon"
91759751,https://sysrev.com/p/121334/article/91759751,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,"Stromatolites, so what?! A tribute to Robert N. Ginsburg",DEPOSITIONAL RECORD,"Suosaari, Erica P.; Reid, R. Pamela; Andres, Miriam S."
91759752,https://sysrev.com/p/121334/article/91759752,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,false,true,false,false,,,,,"Trends in research on beaches and dunes on sandy shores, 1969-2019",GEOMORPHOLOGY,"Jackson, Nancy L.; Nordstrom, Karl F."
91759753,https://sysrev.com/p/121334/article/91759753,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,true,true,,,An Integrated Approach to Coastal Zone Management to Control Development and Ensure Sustainability in a Rapidly Increasing Coastal Urban Environment: The Sultanate of Oman,ENVIRONMENTAL JUSTICE,"Al-Awadhi, Talal; Al Nasiri, Noura; Ahsan, Reazul; Hereher, Mohamed; Charabi, Yassine"
91759754,https://sysrev.com/p/121334/article/91759754,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,Changes in wind speed over China during 1956-2004,THEORETICAL AND APPLIED CLIMATOLOGY,"Jiang, Ying; Luo, Yong; Zhao, Zongci; Tao, Shuwang"
91759755,https://sysrev.com/p/121334/article/91759755,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,Towards a social-ecological resilience framework for coastal planning,LAND USE POLICY,"Lloyd, Michael Greg; Peel, Deborah; Duck, Robert W."
91759756,https://sysrev.com/p/121334/article/91759756,consistent,2,bopp|||yunne-jai.shin,false,true,false,true,,,,,Abnormally High Waves induced by Typhoon Vongfong along the Eastern Coast of the Korean Peninsula,JOURNAL OF COASTAL RESEARCH,"Kim, Kyeong Ok; Lim, Hak Soo; Choi, Jin-Yong; Kim, Sun-Sin"
91759757,https://sysrev.com/p/121334/article/91759757,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,Temporal and Spatial Variations of Monsoonal Upwelling along the South West and East Coasts of India,MARINE GEODESY,"Patel, Shailee; Vithalpura, Manisha; Mallick, Subrat Kumar; Ratheesh, Smitha"
91759758,https://sysrev.com/p/121334/article/91759758,consistent,2,deviveytia|||adriencomte.pro,false,false,true,true,,,,,Interaction of acid rain and global changes: Effects on terrestrial and aquatic ecosystems,WATER AIR AND SOIL POLLUTION,"Wright, RF; Schindler, DW"
91759759,https://sysrev.com/p/121334/article/91759759,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,false,true,false,false,,,,"""sustainability = climate ?""",A continuous involvement of stakeholders promotes the ecosystem approach to fisheries in the 8-fjords area on the Swedish west coast,ICES JOURNAL OF MARINE SCIENCE,"Bryhn, Andreas C.; Lundstrom, Karl; Johansson, Amelie; Stabo, Henrik Ragnarsson; Svedang, Henrik"
91759760,https://sysrev.com/p/121334/article/91759760,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,Time-Scales of a Dune-Beach System and Implications for Shoreline Modeling,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,"Montano, Jennifer; Coco, Giovanni; Chataigner, Teddy; Yates, Marissa; Le Dantec, Nicolas; Suanez, Serge; Cagigal, Laura; Floc'h, France; Townend, Ian"
91759761,https://sysrev.com/p/121334/article/91759761,consistent,2,deviveytia|||adriencomte.pro,false,true,false|||true,false|||true,,,,,Management of dynamic navigational channels using video techniques,COASTAL ENGINEERING,"Medina, R.; Marino-Tapia, I.; Osorio, A.; Davidson, M.; Martin, F. L."
