Article ID,Article URL,Title,Journal,Authors,Abstract,predict(148489:Include)
91759630,https://sysrev.com/p/121334/article/91759630,Geomorphological Changes of a Migrating Sandbank: Multidecadal Analysis as a Tool for Managing Conflicts in Coastal Use,WATER,"Bezzi, Annelore; Casagrande, Giulia; Fracaros, Saverio; Martinucci, Davide; Pillon, Simone; Sponza, Stefano; Bratus, Antonio; Fattor, Fabrizio; Fontolan, Giorgio","While beach erosion and sand loss are typically of great concern to the tourism industry, managing rapid morphological changes linked to large amounts of moving sediments is the challenge facing Grado, an important seaside resort in the northern Adriatic, Italy. The cause of the unusual management conflict is the presence of the Mula di Muggia Bank, a nearshore depositional system made up of relict and active migrating sandbanks extending up to 2 km seawards from the touristic beachfront. A reconstruction of the morpho-sedimentary evolution of the coastal system over a 200-year period was done using a large dataset which includes historical cartography, topographic maps, aerial photos and topo-bathymetric surveys. The results show the growth of a significant urban development aimed at creating a tourist destination by occupying the waterfront along fetch-limited coastal tracts with very shallow water and scarce hydrodynamics. Furthermore, a number of sandy dynamic landforms (longshore migrating bars, a bypass corridor, an ebb-tidal delta) and accumulation zones attest to a sediment excess which can be mostly attributed to the eastern river supplies. The progressive constant migration rate of 12.6 my(-1) allowed the bank to induce the expansion of the low-energy silty backbarrier environment, characterised by abundant seagrass meadows a short distance directly in front of the tourist beaches of Grado. As a result of historical analysis and more current observations, areas with diverse morphosedimentary features and with varying tourist/recreational, ecological, and conservation values have been identified. These can be considered as basic units for future accurate planning and re-evaluation of coastal management choices to balance environmental protection and tourist use. A soft coastal defence approach is proposed which includes either the preservation of specific environments or the proper use of excess sand for beach nourishment via periodic dredging or sediment bypassing.",0.931
91759631,https://sysrev.com/p/121334/article/91759631,Assessing short- and long-time displacements in the Venice coastland by synthetic aperture radar interferometric point target analysis,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,"Teatini, Pietro; Strozzi, Tazio; Tosi, Luigi; Wegmueller, Urs; Werner, Charles; Carbognin, Laura","The Venice Lagoon in Italy is a unique environment vulnerable to loss in surface elevation relative to the mean sea level. We present detailed synthetic aperture radar (SAR) interferometric analyses on persistent point targets for the historical center of Venice, the tourist area of Sottomarina, and the Zennare farmland close to the southern lagoon edge. The selected areas are characterized by different degrees of development and our analyses show the remarkable capability of SAR Interferometric Point Target Analysis (IPTA) to map land displacement rates in densely urbanized zones and to detect movement information on isolated structures with a mm/year accuracy. A detailed analysis of the time series from 1992 to 2000 provided by IPTA shows that the vertical component of the measured displacements are the superposition of a short timescale, generally seasonal, movement on the order of 1 cm that is likely related to the fluctuation of environmental variables (temperature, piezometric head in the aquifer system underlying the lagoon, sea/lagoon water level) and a long-term ground deformation associated with building construction, the geomorphology of the area, and the human development of natural resources. If Venice is confirmed to be generally stable, significant long-term subsidence on the order of 4 mm/year is detected at the Sottomarina coastland. The highest displacement rates, of up to 8-10 mm/year, are recorded in the farmland bounding the lagoon margin where the movements are found to be highly site-specific.",0.074
91759632,https://sysrev.com/p/121334/article/91759632,Groundwater quality assessment in the Lower Ganga Basin using entropy information theory and GIS,JOURNAL OF CLEANER PRODUCTION,"Hasan, Mohd Sayeed Ul; Rai, Abhishek Kumar","Mapping and managing groundwater resources are essential for socio-economic and sustainable development. Analysis of hydrogeochemical parameters of the groundwater for the Lower Ganga basin is presented to identify the contamination zones and also to understand the groundwater quality in this region. Drainage pattern analysis identifies five sub-basins in the region. Shannon's entropy information theory has been performed to compute the water quality index (WQI) without having any subjective bias in the analysis. The analysis of the WQI shows that sub-basin 2 (WQI = 38.35) has excellent quality of groundwater, whereas sub-basin 1 (WQI = 52.43), 3 (WQI = 63.94), and 5 (WQI = 82.79) are having good groundwater quality. On the other hand, sub-basin 4 (WQI = 102.99), which covers mostly the central part of the main stream, is found to be most contaminated and having a medium quality of the groundwater. Analysis of the groundwater parameters using the PCA indicates that the quality of groundwater in the study area is controlled mainly by three main factors, which are geogenic process (weathering and leaching of rocks), seawater intrusion (natural process), and anthropogenic activities. Furthermore, hydrometeorological analysis shows a gradual drop in precipitation, water level depth, and the percolation index (PI). This indicates an over exploitation of groundwater resources in the study region under the present circumstances of climate variability, population and industrialization. The results obtained in this paper are useful for identifying suitable sites for tube-wells and bore-wells for drinking and agricultural purposes, and also for developing an effective strategy to avoid further contamination of groundwater aquifers in the region. Results are extremely useful for government agencies and policymakers in achieving the United Nations (SDG-6) goals of suitable planning and sustainable development of groundwater resources by 2030. (C) 2020 Elsevier Ltd. All rights reserved.",0.069
91759633,https://sysrev.com/p/121334/article/91759633,2050: AN ENERGETIC ODYSSEY,LANDSCAPE ARCHITECTURE FRONTIERS,"Sijmons, Dirk; Hugtenburg, Jasper; Veul, Joppe","``2050: An Energetic Odyssey{''} is a research by design on the possibilities, opportunities, and spatial implications of the realisation of large-scale harvesting, transportation and storage of renewable energy sources on and around the North Sea. This project demonstrates the role the North Sea could play in meeting the globally agreed two-degree target. Europe has committed to reducing green house gas emissions by 2050 by 80\% similar to 95\%. Commissioned by the Internationale Architectuur Biennale Rotterdam 2016 (IABR 2016), H+N+S made a plan for the North Sea together with Ecofys and Tungsten Pro, in which renewable energy sources are utilised. This plan outlines how that might look in practical terms and what the effects might be for nature, fishery, harbour development, economies, and recreation.",0.951
91759634,https://sysrev.com/p/121334/article/91759634,On the importance of the decay of Th-234 in determining size-fractionated C/Th-234 ratio on marine particles,GEOPHYSICAL RESEARCH LETTERS,"Cai, Pinghe; Dai, Minhan; Chen, Weifang; Tang, Tiantian; Zhou, Kuanbo","Accurate determination of the POC/Th-234 ratio on sinking particles is essential for the application of Th-234 as a proxy for the export of particulate organic carbon (POC) from the upper ocean. Previous studies have shown that POC/Th-234 ratios may vary by as much as two orders of magnitude, but the mechanism for this variability remains poorly understood. In this study, POC/Th-234 and POC/Th-228 ratios in three particle size classes were examined for samples collected from the upper 500 m at a station in the South China Sea. Our results indicate that changes in the POC/Th-234 ratio with particle size at a given depth are mostly driven by simple decay of Th-234. In fact, various trends in the POC/Th-234 ratio versus particle size are explained by a combination of Th-234 decay and the preferential remineralization of POC relative to Th during particle aggregation. We also observed a trend of decreasing Th-234/Th-228 ratios with particle size. This trend is consistent with results expected from a Brownian-pumping model.",0.044
91759635,https://sysrev.com/p/121334/article/91759635,Impacts of mangrove encroachment and mosquito impoundment management on coastal protection services,HYDROBIOLOGIA,"Doughty, Cheryl L.; Cavanaugh, Kyle C.; Hall, Carlton R.; Feller, Ilka C.; Chapman, Samantha K.","The ecosystem services afforded by coastal wetlands are threatened by climate change and other anthropogenic stressors. The Kennedy Space Center and Merritt Island National Wildlife Refuge in east central Florida offer a representative site for investigating how changes to vegetation distribution interact with management to impact coastal protection. Here, salt marshes are converting to mangroves, and mosquito impoundment structures are being modified. The resulting changes to vegetation composition and topography influence coastal protection services in wetlands. We used a model-based assessment of wave attenuation and erosion to compare vegetation (mangrove, salt marsh) and impoundment state (intact, graded). Our findings suggest that the habitat needed to attenuate 90\% of wave height is significantly larger for salt marshes than mangroves. Erosion prevention was significantly higher (470\%) in scenarios with mangroves than in salt marshes. Intact berms attenuated waves over shorter distances, but did not significantly reduce erosion. Differences in coastal protection were driven more by vegetation than by impoundment state. Overall, our findings reveal that mangroves provide more coastal protection services, and therefore more coastal protection value, than salt marshes in east central Florida. Other coastal regions undergoing similar habitat conversion may also benefit from increased coastal protection in the future.",0.757
91759636,https://sysrev.com/p/121334/article/91759636,"The imbalance of new and export production in the western Antarctic Peninsula, a potentially ``leaky{''} ecosystem",GLOBAL BIOGEOCHEMICAL CYCLES,"Stukel, Michael R.; Asher, Elizabeth; Couto, Nicole; Schofield, Oscar; Strebel, Stefanie; Tortell, Philippe; Ducklow, Hugh W.","To quantify the balance between new production and vertical nitrogen export of sinking particles, we measured nitrate uptake, net nitrate drawdown, O-2/Ar-based net community production, sediment trap flux, and Th-234 export at a coastal site near Palmer Station, Antarctica, during the phytoplankton growing season from October 2012 to March 2013. We also measured nitrate uptake and Th-234 export throughout the northern western Antarctic Peninsula (WAP) region on a cruise in January 2013. We used a nonsteady state Th-234 equation with temporally varying upwelling rates and an irradiance-based phytoplankton production model to correct our export and new production estimates in the complex coastal site near Palmer Station. Results unequivocally showed that nitrate uptake and net community production were significantly greater than the sinking particle export on region-wide spatial scales and season-long temporal scales. At our coastal site, new production (10517.4mgNm(-2)d(-1), meanstandard error) was 5.3 times greater than vertical nitrogen export (20.42.4mgNm(-2)d(-1)). On the January cruise in the northern WAP, new production (47.914.4mgNm(-2)d(-1)) was 2.4 times greater than export (19.9 +/- 1.4mgNm(-2)d(-1)). Much of this imbalance can be attributed to diffusive losses of particulate nitrogen from the surface ocean due to diapycnal mixing, indicative of a leaky WAP ecosystem. If these diffusive losses are common in other systems where new production exceeds export, it may be necessary to revise current estimates of the ocean's biological pump.",0.062
91759637,https://sysrev.com/p/121334/article/91759637,Relative sea-level change regulates organic carbon accumulation in coastal habitats,GLOBAL CHANGE BIOLOGY,"Watanabe, Kenta; Seike, Koji; Kajihara, Rumiko; Montani, Shigeru; Kuwae, Tomohiro","Because coastal habitats store large amounts of organic carbon (C-org), the conservation and restoration of these habitats are considered to be important measures for mitigating global climate change. Although future sea-level rise is predicted to change the characteristics of these habitats, its impact on their rate of C-org sequestration is highly uncertain. Here we used historical depositional records to show that relative sea-level (RSL) changes regulated C-org accumulation rates in boreal contiguous seagrass-saltmarsh habitats. Age-depth modeling and geological and biogeochemical approaches indicated that C-org accumulation rates varied as a function of changes in depositional environments and habitat relocations. In particular, C-org accumulation rates were enhanced in subtidal seagrass meadows during times of RSL rise, which were caused by postseismic land subsidence and climate change. Our findings identify historical analogs for the future impact of RSL rise driven by global climate change on rates of C-org sequestration in coastal habitats.",0.325
91759638,https://sysrev.com/p/121334/article/91759638,Water desalination as a long-term sustainable solution to alleviate global freshwater scarcity? A North-South approach,DESALINATION,"von Medeazza, GM","As sustainability cannot be imposed in a dictatorial manner but only learnt, society requires methods to make such teaming effective at the societal level. Therefore, under such perspective, sustainability could be viewed as a ``reflexive teaming process{''}. This is exactly what this paper intends to deliver, especially to the scientific community striving to alleviate the freshwater scarcity crisis. However, in order to fully embrace the concept of sustainable water management, one should look beyond the limits of technology. This work, therefore, freely overshoots the scope of desalination technology as such. The direct per capita availability of freshwater resources decreases as the world population continues its growth. This fact threatens not only future economic growth expectations but also more importantly the well being and subsequently the survival of humanity as a whole. In the present debate, the Canary Island of Lanzarote (Spain) and the City of Laayoune (Moroccan Sahara) are taken as case studies. The North-South approach is used to raise certain questions on the significance of scarcity. Indeed, the issue of ``water for tourists{''} might seem far removed from water scarcities for poor people in the South. If we assume a technological trajectory or decreased monetary costs, decreased energy costs per cubic metre, and moreover increased share of renewable energies in desalination (a kind of win-win-win scenario), does this mean that water for urban use of poor people in the world will cease to be a problem? Will not the energy costs remain too high, anyway? Here, an approach from the ``basic needs{''} scenario (free lifeline, in South Africa) is relevant.",0.139
91759639,https://sysrev.com/p/121334/article/91759639,Partitioning of metals in different binding phases of tropical estuarine sediments: importance of metal chemistry,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Chakraborty, Parthasarathi; Chakraborty, Sucharita; Vudamala, Krushna; Sarkar, Arindam; Nath, B. Nagender","Distribution of metals in different binding phases of estuarine sediments provides chemically significant description of metal-sediment interactions. This study describes the influences of ligand field stabilization energy (LFSE), Jahn-Teller effect, and water exchange rate (k (-w)) on metal distribution in different binding phases of estuarine sediments. It was found that Cu had highest affinity for organic binding phases in the studied sediments followed by Ni and Pb. However, Pb showed strong association with Fe/Mn oxide phases followed by Ni and Cu. Faster k (-w) of Cu (II) (1 x 10(9) s(-1)) increased the rate of complex formation of Cu2+ ion with ligand in the organic phases. The Cu-ligand (from organic phase) complexes gained extra stability by the Jahn-Teller effect. The combined effects of these two phenomena and high ionic potential increased the association of Cu with the organic phases of the sediments than Ni and Pb. The smaller ionic radii of Ni2+ (0.72 ) than Pb2+ (1.20 ) increase the stability of Ni-ligand complexes in the organic phase of the sediments. High LFSE of Ni(II) (compared with Pb2+ ions) also make Ni-organic complexes increasingly stable than Pb. High k (-w) (7 Au 10(9) s(-1)) of Pb did not help it to associate with organic phases in the sediments. The high concentration of Pb in the Fe/Mn oxyhydroxide binding phase was probably due to co-precipitation of Pb2+ and Fe3+. High surface area or site availability for Pb2+ ion on Fe oxyhydroxide phase was probably responsible for the high concentration of Pb in Fe/Mn oxyhydroxide phase. Increasing concentrations of Cu in organic phases with the increasing Cu loading suggest that enough binding sites were available for Cu in the organic binding phases of the sediments. This study also describes the influence of nature of sedimentary organic carbon (terrestrial and marine derived OC) in controlling these metal distribution and speciation in marine sediment.",0.030
91759640,https://sysrev.com/p/121334/article/91759640,Decision-making methodologies in offshore wind power investments: A review,JOURNAL OF CLEANER PRODUCTION,"Liu, Qian; Sun, Yan; Wu, Mengcheng","The deterioration of the environment and the depletion of resources are promoting the development of clean, renewable energy. Offshore wind is characterized by its sustainability and cleanliness, and is one of the fastest-growing renewable energy in recent years. Various methodologies have been therefore utilized to support offshore wind power investment decision-making. However, the existing literature lacks a comprehensive analysis and summary of these methods aimed at improving investment efficiency. To this end, this paper undertakes a systematic literature review of methodologies and theories commonly used in offshore wind power investment decision-making, following with the characteristics, applicability of various methods discussed and discussion of representative literature. Then, the selected papers were classified by the year of publication (2010e2020), journals, country of author affiliation, method consideration perspectives and application fields. These classifications are presented to highlight the trends, which aim to provide broad, systematic approaches and tools for assessment of power investment, and to give suggestions on which method to use for each situation. It can be seen that the popularity and applicability of these methods have improved after 2015. They cannot replace but complement each other and should be implemented in a parallel or better comprehensive way. The outputs of this review will map appropriate analytical techniques to specific investment applications and perspectives, provide researchers with guidance on future investment decision-making research, and point out any possible gaps. Specifically, through this review, decision-makers would be able to choose the best-suited or hybrid methodology, according to different fields and objects, for investment viability and effectiveness. Finally, untapped issues recognized in recent research approaches are discussed along with suggestions for future research. (c) 2021 Elsevier Ltd. All rights reserved.",0.893
91759641,https://sysrev.com/p/121334/article/91759641,Deep ocean C-14 ventilation age reconstructions from the Arctic Mediterranean reassessed,EARTH AND PLANETARY SCIENCE LETTERS,"Ezat, Mohamed M.; Rasmussen, Tine L.; Skinner, Luke C.; Zamelczyk, Katarzyna","The present-day ocean ventilation in the Arctic Mediterranean (Nordic Seas and Arctic Ocean), via transformation of northward inflowing warm Atlantic surface water into cold deep water, affects regional climate, atmospheric circulation and carbon storage in the deep ocean, Here we study the glacial evolution of the Arctic Mediterranean circulation and its influence on glacial climate using radiocarbon reservoir-age reconstructions on deep-sea cores from the Fram Strait that cover the late glacial period (33,000-20,000 yr ago; 33-20 ka). Our results show high Benthic-Planktic C-14 age differences of similar to 1500 C-14 years 33-26.5 ka suggesting significant water column stratification between similar to 100-2600 m water depth, and reduction and/or shoaling of deep-water formation. This phase was followed by breakup of the stratification during the Last Glacial Maximum (LGM; 26-20 ka), with Benthic-Planktic C-14 age differences of similar to 250 C-14 years, likely due to enhanced upwelling. These ocean circulation changes potentially contributed to the final intensification phase of glaciation via positive cryosphere-atmosphereocean circulation-carbon cycle feedbacks. Our data also do not support `extreme aging' of >6000 C-14 years in the deep Arctic Mediterranean, and appear to rule out the proposed outflow of very old Arctic Ocean water to the Nordic Seas during the LGM and to the subpolar North Atlantic Ocean during the deglacial period. (C) 2019 Elsevier B.V. All rights reserved.",0.148
91759642,https://sysrev.com/p/121334/article/91759642,Seabird establishment during regional cooling drove a terrestrial ecosystem shift 5000 years ago,SCIENCE ADVANCES,"Groff, V, Dulcinea; Hamley, Kit M.; Lessard, Trevor J. R.; Greenawalt, Kayla E.; Yasuhara, Moriaki; Brickle, Paul; Gill, Jacquelyn L.","The coastal tussac (Poa flabellata) grasslands of the Falkland Islands are a critical seabird breeding habitat but have been drastically reduced by grazing and erosion. Meanwhile, the sensitivity of seabirds and tussac to climate change is unknown because of a lack of long-term records in the South Atlantic. Our 14,000-year multiproxy record reveals an ecosystem state shift following seabird establishment 5000 years ago, as marine-derived nutrients from guano facilitated tussac establishment, peat productivity, and increased fire. Seabird arrival coincided with regional cooling, suggesting that the Falkland Islands are a cold-climate refugium. Conservation efforts focusing on tussac restoration should include this terrestrial-marine linkage, although a warming Southern Ocean calls into question the long-term viability of the Falkland Islands as habitat for low-latitude seabirds.",0.051
91759643,https://sysrev.com/p/121334/article/91759643,Low-Dimensional Reduced-Order Models for Statistical Response and Uncertainty Quantification: Two-Layer Baroclinic Turbulence,JOURNAL OF THE ATMOSPHERIC SCIENCES,"Qi, Di; Majda, Andrew J.","Accurate uncertainty quantification for the mean and variance about forced responses to general external perturbations in the climate system is an important subject in understanding Earth's atmosphere and ocean in climate change science. A low-dimensional reduced-order method is developed for uncertainty quantification and capturing the statistical sensitivity in the principal model directions with largest variability and in various regimes in two-layer quasigeostrophic turbulence. Typical dynamical regimes tested here include the homogeneous flow in the high latitudes and the anisotropic meandering jets in the low latitudes and/or mid latitudes. The idea in the reduced-order method is from a self-consistent mathematical framework for general systems with quadratic nonlinearity, where crucial high-order statistics are approximated by a systematic model calibration procedure. Model efficiency is improved through additional damping and noise corrections to replace the expensive energy-conserving nonlinear interactions. Model errors due to the imperfect nonlinear approximation are corrected by tuning the model parameters using linear response theory with an information metric in a training phase before prediction. Here a statistical energy principle is adopted to introduce a global scaling factor in characterizing the higher-order moments in a consistent way to improve model sensitivity. The reduced-order model displays uniformly high prediction skill for the mean and variance response to general forcing for both homogeneous flow and anisotropic zonal jets in the first 102 dominant low-wavenumber modes, where only about 0.15\% of the total spectral modes are resolved, compared with the full model resolution of 256(2) horizontal modes.",0.050
91759644,https://sysrev.com/p/121334/article/91759644,Assessing legacy contaminants in sediments from marine protected areas of the central coast of Sao Paulo (Brazil),BRAZILIAN JOURNAL OF OCEANOGRAPHY,"Moreira, Lucas Buruaem; Vicente, Thaisa Marques; Taniguchi, Satie; Hortellani, Marcos Antonio; Souza Sarkis, Jorge Eduardo; Bicego, Marcia Caruso; de Souza Abessa, Denis Moledo","The presence of legacy contaminants in sediments from three Marine Protected Areas (MPAs) of the coast of Sao Paulo State was evaluated. Four sampling surveys were conducted between 2013 and 2015 in 10 sites, distributed along the Laje de Santos Marine and Xixova-Japui State Parks (PEMLS and XJSP, respectively) and Central Coast Marine Protection Area (APAMLC). Samples were analyzed for sediment texture, total organic carbon, CaCO3, metals (Al, Fe, Hg, Cd, Co, Cr, Cu, Ni, Pb and Zn), aliphatic and polycyclic aromatic hydrocarbons (AH and PAH). Sediments were generally sandy (excepting muddy samples from APAMLC), with variable amounts of TOC, OM and CaCO3. Most of the sediments exhibited low to moderate concentrations of metals, except APAMLC. Low contamination of sediments by hydrocarbons was found but samples from XLSP and APAMLC exhibited the highest concentrations of biogenic AH and PAH from pyrogenic sources. In APAMLC and PEMLS, the levels of metals can be considered as background levels according to geochemical indices (Igeo and EF). In XJSP and especially in APAMLC data indicated poor sediment quality, probably due to the effect of anthropic activities.",0.046
91759645,https://sysrev.com/p/121334/article/91759645,Remote in vivo stress assessment of aquatic animals with microencapsulated biomarkers for environmental monitoring,SCIENTIFIC REPORTS,"Gurkov, Anton; Shchapova, Ekaterina; Bedulina, Daria; Baduev, Boris; Borvinskaya, Ekaterina; Meglinski, Igor; Timofeyev, Maxim","Remote in vivo scanning of physiological parameters is a major trend in the development of new tools for the fields of medicine and animal physiology. For this purpose, a variety of implantable optical micro-and nanosensors have been designed for potential medical applications. At the same time, the important area of environmental sciences has been neglected in the development of techniques for remote physiological measurements. In the field of environmental monitoring and related research, there is a constant demand for new effective and quick techniques for the stress assessment of aquatic animals, and the development of proper methods for remote physiological measurements in vivo may significantly increase the precision and throughput of analyses in this field. In the present study, we apply pH-sensitive microencapsulated biomarkers to remotely monitor the pH of haemolymph in vivo in endemic amphipods from Lake Baikal, and we compare the suitability of this technique for stress assessment with that of common biochemical methods. For the first time, we demonstrate the possibility of remotely detecting a change in a physiological parameter in an aquatic organism under ecologically relevant stressful conditions and show the applicability of techniques using microencapsulated biomarkers for remote physiological measurements in environmental monitoring.",0.141
91759646,https://sysrev.com/p/121334/article/91759646,Deep coal seams as a greener energy source: a review,JOURNAL OF GEOPHYSICS AND ENGINEERING,"Ranathunga, A. S.; Perera, M. S. A.; Ranjith, P. G.","Today, coal and oil are the main energy sources used in the world. However, these sources will last for only a few decades. Hence, the investigation of possible energy sources to meet this crisis has become a crucial task. Coal bed methane (CBM) is a potential energy source which can be used to fulfil the energy demand. Since the amount of carbon dioxide (CO2) emitted to the atmosphere from the use of CBM is comparatively very low compared to conventional energy sources, it is also a potential mitigation option for global warming. This paper reviews CBM recovery techniques with particular emphasis on CO2-enhanced coal bed methane (CO2-ECBM) recovery. The paper reviews (1) conventional CBM recovery techniques and problems associated with them, (2) CBM production-enhancement methods, including hydro-fracturing and enhanced CBM recovery techniques, such as N-2-ECBM and CO2-ECBM, (3) the importance of the CO2-ECBM technique compared to other methods and problems with it, (4) the effect of CO2 injection during the CO2-ECBM process on coal seam permeability and strength and (5) current CO2-ECBM field projects and their progress. Although conventional CBM recovery methods are simple (basically related to the drawdown of the reservoir pressure to release methane from it), they are inefficient for the recovery of a commercially viable amount of methane from coal seams. Therefore, to enhance methane production, several methods are used, such as hydro-fracturing and ECBM (N-2-ECBM and CO2-ECBM). The CO2-ECBM process has a number of advantages compared to other methane recovery techniques, as it contributes to the mitigation of the atmospheric CO2 level, is safer and more economical. However, as a result of CO2 injection into the coal seam during the CO2-ECBM process, coal mass permeability and strength may be crucially changed, due to the coal matrix swelling associated with CO2 adsorption into the coal matrix. Both injecting CO2 properties (gas type, CO2 phase and pressure) and coal seam properties (coal rank and temperature) affect this swelling. Although there are many related studies, a number of gaps exist, especially in the area of coal rank and how the effect of other factors varies with the rank of the coal seam. To date, there have been few CO2-ECBM field projects in the world. However, the reduction of CO2 injectability after some time of CO2 injection, due to coal matrix swelling near the well bore, is a common problem in the field. Therefore, various permeability-enhancing techniques, such as hydro-fracturing and injection of an inert gas such as N-2 or a mixture of inert gases (N-2 + CO2) into the seam to recover the swelled areas are under test in the field.",0.129
91759647,https://sysrev.com/p/121334/article/91759647,Dynamic risk of coastal flood and driving factors: Integrating local sea level rise and spatially explicit urban growth,JOURNAL OF CLEANER PRODUCTION,"Xu, Lilai; Cui, Shenghui; Wang, Xiaoming; Tang, Jianxiong; Nitivattananon, Vilas; Ding, Shengping; Nguyen, Minh Nguyen","Coastal flood risk facing urban communities is increasing due to the compound impacts of sea level rise (SLR) and urban growth. Accurate information on future dynamic risk of coastal flooding and its physical and socioeconomic drivers is essential for planning effective and targeted adaptation. However, the current scenarios regarding urban development are insufficient to predict the future dynamic spatial distribution of urban socioeconomic and physical growth, hindering the exact and dynamic assessment of future coastal flood risk. Moreover, the relative contributions of SLR and urban development to the future dynamics of city-level coastal flood risk have not been examined. Therefore, here we developed a land use-based urban growth scenario for the temporally and spatially explicit simulation of future urban growth in terms of buildings, roads and electrical facilities, and combined it with a local temporally explicit SLR scenario, into a ``hazard-exposure-vulnerability{''} model, for the purpose of dynamic risk assessment of coastal flooding on the urban built environment in Xiamen, China by 2050, and accordingly examined the relative contributions of SLR and urban growth. Our results demonstrated a good performance of the land use-based urban growth model. SLR and urban growth will increase future coastal flood risk (represented by the expected annual damage, EAD) in varying degrees, but their combination is projected to exacerbate future flood damages significantly, indicating that considering either SLR or urban growth in isolation will underestimate future coastal flood risk. Moreover, the relative contributions of SLR and urban growth are dynamic over time, depending on the rate of SLR and the stage of urbanization: for example, the change in coastal flood risk is mainly attributable to urban growth in the phase of rapid urbanization before 2033 in Xiamen, yet the contribution of urban growth then becomes less important compared to SLR, when urbanization slows down, while SLR reaches a threshold after accelerating growth. The approach and results of our study can be considered a decision support tool, to help decision makers assess future coastal flood risk and detect the relative importance of each driving force, in order to employ land use planning, nature-based solutions and engineering protection, to achieve sustainable and resilient coastal cities.",0.271
91759648,https://sysrev.com/p/121334/article/91759648,"Soil, Water, and Agricultural Adaptations",NA,"Eudoxie, Gaius D.; Wuddivira, Mark","Threats to the Caribbean's diminishing soil and water resources will be heightened under predicted climate change scenarios for the Caribbean. Changes in climate change drivers, temperature, and precipitation present the greatest impact on soil and water resources. Predicted increases in air surface temperature would affect sea-level rise. Low total precipitation across both wet and dry seasons with increased incidence of drought and extreme storm events will pose challenges to agriculture. Erosion and land degradation are expected to increase, thereby reducing arable land acreage, and elevated temperatures will further reduce soil organic carbon contents. In this chapter, strategies to sustainably manage soil resources in the Caribbean are discussed and focus on (1) reducing the incidence of erosion and degradation and (2) increasing Soil Organic Carbon (SOC) contents. The authors also present some appropriate water conservation techniques including micro-irrigation and water harvesting, which are necessary to maintain consistency of food supply.",0.108
91759649,https://sysrev.com/p/121334/article/91759649,Manganese enrichments near a large gas-hydrate and cold-seep field: a record of past redox and sedimentation events,DEPOSITIONAL RECORD,"Ingram, Wesley C.; Meyers, Stephen R.; Shen, Zhizhang; Xu, Huifang; Martens, Christopher S.","The spatial distribution, mineralogy, and origin of manganese enrichments surrounding a large gas hydrate and cold seep field (Mississippi Canyon 118, Gulf of Mexico) are investigated in this study, to better constrain their biogeochemical context in deep-sea sediments and to assess how gas hydrates may alter such records. Manganese depth profiles from 10 sediment cores, documented using centimetre-scale X-ray fluorescence core scanning, display highly-enriched 1 to 10 cm thick layers. These manganese-rich layers are more numerous, but of lower concentration, in close proximity to the field, and show no consistent relationship with sedimentology (clay vs. carbonate content) or the established chronostratigraphic framework at the site. X-ray diffraction and sequential dissolution procedures indicate that the manganese enrichments are authigenic carbonates, which formed along a palaeo redox boundary during periods of prolonged steady-state conditions. The hypothesis that spatial heterogeneity of this manganese record is linked to the nearby gas hydrate and cold seep field, by influencing redox conditions and/or sedimentation processes, is investigated here. Results are consistent with more frequent interruption of steady-state sedimentation in closer proximity to the salt-tectonic induced bathymetric mound, which contains the active cold seeps and gas hydrate deposits. Thus, spatial mapping of manganese enrichment horizons provides a tool to reconstruct sedimentation surrounding these volatile sea bed features, yielding a measure of past activity of gas hydrates and cold seeps.",0.051
91759650,https://sysrev.com/p/121334/article/91759650,Large conservation opportunities exist in > 90\% of tropic-subtropic coastal habitats adjacent to cities,ONE EARTH,"Mazor, Tessa; Friess, Daniel A.; Todd, Peter A.; Huang, Danwei; Nguyen, Nhung T. H.; Saunders, Megan I.; Runting, Rebecca K.; Lowe, Ryan J.; Cartwright, Paula; Gilmour, James P.; Lovelock, Catherine E.","Coastal habitats have faced decades of loss caused by urbanization. Global recognition of the ecosystem services that coastal habitats provide has led to an emphasis on cities to adopt nature-based solutions (NBS). However, a broad assessment of urban areas and their potential to conserve remaining coastal habitat has not been undertaken. Here we apply spatial analytics to investigate 5,096 coastal urban areas in tropical and subtropical regions within the distribution of mangroves, tidal flats, seagrass meadows, and coral reefs, and find <50\% of urban areas have natural coastal habitats within their extent. Large conservation opportunities for urban areas exist within an adjacent 50 km buffer zone where a significant proportion (93\%) of urban-influenced coastal habitat lies and where 26\% is currently protected. Potential high-conservation areas across the globe provide a unique opportunity to increase the resilience of urbanizing coasts and NBS for long-term socioeconomic and conservation goals.",0.908
