"sysrev_id","title","year","coder_1","coder_2","include_code"
"91759901","Modeling and analysis of renewable energy obligations and technology bandings in the UK electricity market","2014","Devi","Jean-Pierre",1
"91759904","Learning from integrated assessment of climate change","1996","Devi",NA,1
"91760206","A Simulation-Optimization Model for Seawater Intrusion Management at Pingtung Coastal Area, Taiwan","2018","Devi",NA,0
"91760208","Use of system dynamics modelling in design of an environmental restoration banking institution","2008","Devi",NA,0
"91760219","An interdisciplinary and catchment approach to enhancing urban flood resilience: a Melbourne case","2020","Devi",NA,0
"91760220","Adaptation Through Climate Smart Agriculture: Status and Determinants in Coastal Bangladesh","2016","Devi",NA,1
"91760221","Learnings from the Shell Peterhead CCS Project Front End Engineering Design","2017","Devi",NA,1
"91760224","Social and ecological impacts of marine energy development","2015","Devi",NA,1
"91760225","Assessing household perception, autonomous adaptation and economic value of adaptation benefits: Evidence from West Coast of Peninsular Malaysia","2022","Devi",NA,1
"91760239","Framework for High-End Estimates of Sea Level Rise for Stakeholder Applications","2019","Devi",NA,0
"91760245","LOCAL DIFFERENTIATION AND ADAPTATION TO CLIMATE CHANGE IN COASTAL GHANA",NA,"Devi",NA,1
"91760247","Determinant factors of protective behaviors regarding erosion and coastal flooding risk","2021","Devi",NA,1
"91760248","Communicating Climate Change Oceanically: Sea Level Rise Information Increases Mitigation, Inundation, and Global Warming Acceptance","2019","Devi",NA,1
"91760254","Goods Movement Life Cycle Assessment for Greenhouse Gas Reduction Goals","2016","Devi",NA,0
"91760255","Governance and stakeholder perspectives of managed re-alignment: adapting to sea level rise in the Inner Forth estuary, Scotland","2019","Devi",NA,1
"91760256","Success of coastal wetlands restoration is driven by sediment availability","2021","Devi",NA,1
"91760257","Co-Location of Air Capture, Subseafloor CO2 Sequestration, and Energy Production on the Kerguelen Plateau","2013","Devi",NA,1
"91760258","Reserve design for uncertain responses of coral reefs to climate change","2011","Devi",NA,1
"91760260","Managing multiple pressures for cetaceans? conservation with an Ecosystem-Based Marine Spatial Planning approach","2021","Devi",NA,1
"91760263","Antioxidant enzyme cycling over reproductive lunar cycles in Pocillopora damicornis","2019","Devi",NA,0
"91760265","Assessment of fuel cell types for ships: Based on multi-criteria decision analysis","2020","Devi",NA,1
"91760270","Innovative shore protection for island communities","2010","Devi",NA,0
"91760273","Life Cycle Greenhouse Gas Emission Assessment for Using Alternative Marine Fuels: A Very Large Crude Carrier (VLCC) Case Study","2022","Devi",NA,1
"91760276","Tracing environmental and livelihood dynamics in a tropical coastal lagoon through the lens of multiple adaptive cycles","2020","Devi","Jean-Pierre",1
"91760281","Analysis of Long-Term Shoreline Observations in the Vicinity of Coastal Structures: A Case Study of South Bali Beaches","2021","Devi",NA,0
"91760290","Flood warnings in coastal areas: how do experience and information influence responses to alert services?","2015","Devi",NA,1
"91760298","Comparative Study of Community Resilience in Mega Coastal Cities Threatened by Sea Level Rise: The Case of Alexandria and Jakarta","2016","Devi",NA,1
"91760301","Household external vulnerability due to climate change in Selangor coast of Malaysia","2022","Devi",NA,1
"91760302","Hazard assessment in rock cliffs at Central Algarve (Portugal): A tool for coastal management","2009","Devi",NA,0
"91760304","On the economics of coastal adaptation solutions in an uncertain world","2011","Devi",NA,1
"91760313","A new framework for rapidly assessing national adaptation policies: an application to small island developing states in the Atlantic and Indian Oceans","2022","Devi",NA,1
"91760315","Responses of water insecure coastal communities of Tanzania to climate change impacts. Is it incremental or transformative adaptation?","2019","Devi",NA,0
"91760317","Coral reefs as the first line of defense: Shoreline protection in face of climate change","2017","Devi",NA,1
"91760320","Environmental Security is Homeland Security: Climate Disruption as the Ultimate Disaster Risk Multiplier","2015","Devi",NA,1
"91760332","Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","2019","Devi",NA,1
"91760333","Continuity and change: understanding livelihood shifts and adaptation in coastal Belize 1830-2012","2016","Devi",NA,1
"91760343","Delaying future sea-level rise by storing water in Antarctica","2016","Devi",NA,1
"91760351","Vulnerability Factors and Effectiveness of Disaster Mitigation Measures in the Bangladesh Coast","2018","Devi",NA,1
"91760354","Identifying and mitigating risks to completion of small grant climate change adaptation projects: evidence from the Pacific","2021","Devi",NA,1
"91760362","Harnessing the temporal and projective attributes of human agency to promote anticipatory climate change adaptation",NA,"Devi","??",1
"91760365","Augmenting coral adaptation to climate change via coral gardening (the nursery phase)","2021","Devi",NA,1
"91760367","Deriving Nickel (Ni(II)) and Chromium (Cr(III)) Based Environmentally Safe Olivine Guidelines for Coastal Enhanced Silicate Weathering","2021","Devi",NA,1
"91760370","Rapid assessment of fisheries species sensitivity to climate change","2014","Devi",NA,1
"91760372","Landlessness as the key challenge to climate change adaptation of the rural poor in Bangladesh: an empirical study",NA,"Devi",NA,1
"91760375","Recovery of Alkaline Earth Metals from Desalination Brine for Carbon Capture and Sodium Removal","2021","Devi",NA,1
"91760378","Measuring Small Island Disaster Resilience Towards Sustainable Coastal and Fisheries Tourism: The Case of Guimaras, Philippines","2021","Devi",NA,1
"91760384","Analysis and Modeling the Energy System of a Chemical Tanker by LEAP","2021","Devi",NA,1
"91760387","A review of climate change and the implementation of marine biodiversity legislation in the United Kingdom","2016","Devi",NA,1
"91760391","An overview of monitoring methods for assessing the performance of nature-based solutions against natural hazards","2021","Devi",NA,1
"91760398","Leveraging the potential of wild food for healthy, sustainable, and equitable local food systems: learning from a transformation lab in the Western Cape region",NA,"Devi",NA,1
"91760400","Biofixation of a high-concentration of carbon dioxide using a deep-sea bacterium: Sulfurovum lithotrophicum 42BKT(T)","2015","Devi",NA,1
"91760404","Historic preservation priorities for climate adaptation","2020","Devi",NA,1
"91760407","Coastal adaptation, government-subsidized insurance, and perverse incentives to stay","2019","Devi",NA,1
"91760411","Moving from Stock Assessment to Fisheries Management in Mexico: The Finfish Fisheries from the Southern Gulf of Mexico and Caribbean Sea","2019","Devi",NA,0
"91760415","Assessing and reducing vulnerability to climate change: Moving from theory to practical decision-support","2016","Devi",NA,1
"91760416","Assessing drivers of tropical and subtropical marine fish collapses of Brazilian Exclusive Economic Zone","2020","Devi",NA,1
"91760422","A critical review on the improvement of photosynthetic carbon assimilation in C-3 plants using genetic engineering","2012","Devi",NA,0
"91760424","Climate Change Mitigation: from Carbon Cycle to Policy","2018","Devi",NA,1
"91760426","Carbon storage in a restored mangrove forest in Can Gio Mangrove Forest Park, Mekong Delta, Vietnam","2016","Devi",NA,1
"91760431","Carbon dioxide fluxes of temperate urban wetlands with different restoration history","2019","Devi",NA,1
"91760432","How ``wide green dikes{''} were reintroduced in The Netherlands: a case study of the uptake of an innovative measure in long-term strategic delta planning","2019","Devi",NA,1
"91760435","A preliminary assessment of carbon storage suitability in deep underground geological formations of New Brunswick, Canada","2015","Devi",NA,1
"91760443","The potential impact of fishing in peruvian marine protected areas (MPAs) on artisanal fishery poverty during El Nino events","2022","Devi",NA,1
"91760445","A Synthesis of Laaquda(x)over-cap (Northern Fur Seal) Community Surveys and Commercial Fishery Data in the Pribilof Islands Marine Ecosystem, Alaska","2022","Devi",NA,0
"91760446","Climate risk perceptions and perceived yield loss increases agricultural technology adoption in the polder areas of Bangladesh","2022","Devi",NA,1
"91760449","Ocean sequestration of CO2 - An overview","1999","Devi",NA,1
"91760456","Comparing the cost effectiveness of nature-based and coastal adaptation: A case study from the Gulf Coast of the United States","2018","Devi",NA,1
"91760457","Discriminating the occurrence of inundation in tsunami early warning with one-dimensional convolutional neural networks","2022","Devi",NA,0
"91760461","Participation, scenarios and pathways in long-term planning for climate change adaptation","2016","Devi",NA,1
"91760462","Lessons from the ROAD project for future deployment of CCS","2019","Devi","??",1
"91760463","Subtropical mangrove wetland is a stronger carbon dioxide sink in the dry than wet seasons","2019","Devi",NA,1
"91760464","Impact of CO2 leakage from sub-seabed carbon dioxide capture and storage (CCS) resevoirs on benthic virus-prokaryote interactions and functions","2015","Devi",NA,1
"91760466","Artificial Structures Steer Morphological Development of Salt Marshes: A Model Study","2020","Devi",NA,1
"91760469","Massive loss of aboveground biomass and its effect on sediment organic carbon concentration: Less mangrove, more carbon?","2021","Devi",NA,1
"91760470","Resilience assessment and improvement for electric power transmission systems against typhoon disasters: A data-model hybrid driven approach","2022","Devi",NA,0
"91760473","Formation Behaviors of CO2 Hydrate in Kaoline and Bentonite Clays with Partially Water Saturated","2017","Devi",NA,1
"91760911","Measurements and Modelling of Small Scale Processes of Vegetation Preventing Dune Erosion","2017","Devi",NA,0
"91760917","Conceptual Design Framework for Coastal Flood Best Management Practices","2020","Devi",NA,0
"91760923","Citizen science for monitoring seasonal-scale beach erosion and behaviour with aerial drones","2021","Devi",NA,1
"91760942","Institutional adaptation to environmental risk under the transition in Vietnam","2000","Devi",NA,0
"91760952","The Leakage Risk Monetization Model for Geologic CO2 Storage","2016","Devi",NA,0
"91760980","Exergoeconomic and air emission analyses for marine refrigeration with waste heat recovery system: a case study","2020","Devi","??",1
"91760981","The race for space: Modelling the landward migration of coastal wetlands under sea level rise at regional scale","2023","Devi",NA,1
"91760989","Understanding and Managing Human Threats to the Coastal Marine Environment","2009","Devi",NA,1
"91760991","Simulating spatial and temporal varying CO2 signals from sources at the seafloor to help designing risk-based monitoring programs","2016","Devi",NA,1
"91760996","Hard or soft flood adaptation? Advantages of a hybrid strategy for Shanghai","2020","Devi",NA,1
"91760997","Waste lube-oil based fuel characterization in real conditions. Case study: Bottom-trawl fishing vessel powered with medium speed diesel engine","2018","Devi",NA,1
"91761010","MODELING THE RELEASE OF CO2 IN THE DEEP OCEAN","1992","Devi",NA,1
"91761014","Community involvement in management for maintaining coral reef resilience and biodiversity in southern Caribbean marine protected areas","2009","Devi",NA,1
"91761015","Introduction to special issue on island tourism resilience","2021","Devi",NA,0
"91761018","Determinants of climate change adaptation strategies in the coastal zone of Bangladesh: implications for adaptation to climate change in developing countries","2021","Devi",NA,1
"91761021","Good governance and local level policy implementation for disaster-risk-reduction: actual, perceptual and contested perspectives in coastal communities in Bangladesh","2021","Devi",NA,1
"91761028","A Roadmap for the Restoration of Mediterranean Macroalgal Forests","2021","Devi",NA,1
"91761032","Developing an Institutional Arrangement for a Whole-of-Government and Whole-of-Community Approach to Regional Adaptation to Sea Level Rise: The Hampton Roads Pilot Project","2022","Devi",NA,1
"91761035","Overview of the Activities on Heavy Duty Diesel Engines Waste Heat Recovery with Organic Rankine Cycles (ORC) in the Frame of the ECCO-MATE EU FP7 Project","2017","Devi",NA,1
"91761046","The cost-effectiveness of CO2 mitigation measures for the decarbonisation of shipping. The case study of a globally operating ship-management company","2021","Devi",NA,1
"91761048","Technology, Gender, and Climate Change: A Feminist Examination of Climate Technologies","2018","Devi",NA,1
"91761063","Ferroelectrics in Photocatalysis","2022","Devi",NA,1
"91761075","Sea-level rise impacts on Africa and the effects of mitigation and adaptation: an application of DIVA","2012","Devi",NA,1
"91761077","Local levers for change: Mainstreaming ecosystem-based adaptation into municipal planning to foster sustainability transitions","2014","Devi",NA,1
"91761080","Constructing Governance Framework of a Green and Smart Port","2019","Devi",NA,1
"91761082","Preferences for sea level rise adaptation: A contingent valuation study in Rio de Janeiro State, Brazil","2022","Devi",NA,1
"91761095","The impacts of and responses to place loss in a coastal community in Ireland","2022","Devi",NA,1
"91761103","Adaptation to Climate Change","2010","Devi",NA,1
"91761107","Modeled Sea Level Rise Impacts on Coastal Ecosystems at Six Major Estuaries on Florida's Gulf Coast: Implications for Adaptation Planning","2015","Devi",NA,0
"91761113","Valuing welfare impacts of climate change in coastal areas: a French case study","2015","Devi",NA,1
"91761114","Benefits of adapting to sea level rise: the importance of ecosystem services in the French Mediterranean sandy coastline","2018","Devi",NA,1
"91761115","Socio-ecological resilience of mangrove-shrimp models under various threats exacerbated from salinity intrusion in coastal area of the Vietnamese Mekong Delta","2020","Devi",NA,1
"91761117","Symposium review: Effective nutritional strategies to mitigate enteric methane in dairy cattle","2022","Devi",NA,1
"91761123","Lagged social-ecological responses to climate and range shifts in fisheries","2012","Devi","??",1
"91761125","Assessing natural capital value in the network of Italian marine protected areas: a comparative approach","2020","Devi",NA,1
"91761136","A Dark Hole in Our Understanding of Marine Ecosystems and Their Services: Perspectives from the Mesopelagic Community","2016","Devi",NA,1
"91761137","Evolution of Phytoplankton as Estimated from Genetic Diversity","2022","Devi",NA,0
"91761139","A blue carbon ecosystems qualitative assessment applying the DPSIR framework: Local perspective of global benefits and contributions","2021","Devi",NA,1
"91761143","Market driven management of climate change impacts in the Spanish mussel sector","2017","Devi",NA,1
"91761145","Carbon stocks of mangroves and losses arising from their conversion to cattle pastures in the Pantanos de Centla, Mexico","2016","Devi",NA,1
"91761146","Pond Excavation Reduces Coastal Wetland Carbon Dioxide Assimilation","2020","Devi",NA,1
"91761148","Aboveground biomass and its spatial distribution pattern of herbaceous marsh vegetation in China","2021","Devi",NA,1
"91761159","Financing resilience efforts to confront future urban and sea-level rise flooding: Are coastal megacities in Association of Southeast Asian Nations doing enough?","2021","Devi",NA,1
"91761166","Personalized risk messaging can reduce climate concerns","2019","Devi",NA,1
"91761167","Stuck on options and implementation in Hampton Roads, Virginia: an integrated conceptual framework for linking adaptation capacity, readiness, and barriers","2017","Devi",NA,1
"91761168","Climate change mitigation on tropical peatlands: A triple burden for smallholder farmers in Indonesia","2021","Devi",NA,1
"91761171","MAINSTREAMING CLIMATE ADAPTATION IN SPATIAL PLANNING. THE CASE OF BAIXA POMBALINA IN LISBON","2018","Devi",NA,1
"91761175","Ecosystem Carbon Stocks of Micronesian Mangrove Forests","2011","Devi",NA,1
"91761179","Marine-Related Learning Networks: Shifting the Paradigm Toward Collaborative Ocean Governance","2020","Devi",NA,0
"91761181","Nationally determined contributions (NDCs) as instruments for promoting national development agendas? An analysis of small island developing states (SIDS)","2020","Devi",NA,1
"91761183","Contextualising coastal management and adaptation: Examining situated practices and path dependencies in Ireland and Germany","2022","Devi",NA,1
"91761188","Ecosystem Services and Policy: A Review of Coastal Wetland Ecosystem Services and an Efficiency-Based Framework for Implementing the Ecosystem Approach","2010","Devi",NA,1
"91761197","Hydrate formation from clay bound water for CO2 storage","2021","Devi",NA,1
"91761205","Stabilising Lyme Regis - a strategic approach","2017","Devi",NA,1
"91761213","Blue carbon stocks, accumulation rates, and associated spatial variability in Brazilian mangroves","2021","Devi",NA,1
"91761218","Biomethane production kinetics during the anaerobic co-digestion of Sargassum spp. and food waste using batch and fed-batch systems in Punta Cana, Dominican Republic",NA,"Devi",NA,1
"91761222","Seasonal dependence of false-positives in detection of anomalous pCO2 using the covariance method with dissolved oxygen in monitoring offshore CO2 storage sites","2021","Devi","??",1
"91761223","Implications of Renewable Electricity Policy in UK Low Carbon Scenarios-Insights from 2 Region UK MARKAL Model","2010","Devi",NA,1
"91761231","Climate Change Adaptation: Putting Principles into Practice","2014","Devi",NA,1
"91761248","CO2 capture by pumping surface acidity to the deep ocean","2022","Devi",NA,1
"91761257","Developing Hazard Lines in Response to Coastal Flooding and Sea Level Change","2014","Devi",NA,1
"91761267","Invited perspectives: Managed realignment as a solution to mitigate coastal flood risks - optimizing success through knowledge co-production","2022","Devi",NA,1
"91761276","Private sector climate change adaptation of accommodation suppliers in the small island of Koh Tao, Thailand",NA,"Devi",NA,1
"91761278","Resilience and shifts in agro-ecosystems facing increasing sea-level rise and salinity intrusion in Ben Tre Province, Mekong Delta","2015","Devi",NA,1
"91761283","Examining legal and regulatory barriers to climate change adaptation in the coastal zone of the United States","2018","Devi",NA,1
"91761289","Public perceptions of and responses to new energy technologies","2019","Devi",NA,1
"91761294","Envisioning robust climate change adaptation futures for coastal regions: a comparative evaluation of cases in three continents","2017","Devi",NA,1
"91761306","Adaptation Decision Support: An Application of System Dynamics Modeling in Coastal Communities","2017","Devi",NA,1
"91761316","Planning adaptation to climate change in fast-warming marine regions with seafood-dependent coastal communities","2016","Devi",NA,1
"91761326","Integrated environmental sustainability and resilience assessment model for coastal flood hazards","2016","Devi",NA,0
"91761338","CLIMADA v1.4.1: towards a globally consistent adaptation options appraisal tool","2021","Devi",NA,1
"91761357","Adapting to change: Prioritising management for the future of the Marine Scalefish Fishery","2018","Devi",NA,1
"91761367","A roadmap to integrating resilience into the practice of coral reef restoration","2022","Devi",NA,1
"91761374","Farm level adaptation to climate change: insight from rice farmers in the coastal region of Bangladesh","2022","Devi",NA,1
"91761386","Climate Change and Risk Perceptions in Two French Coastal Communities","2020","Devi",NA,1
"91761404","Perceptions of Climate Vulnerability, Tenure Security and Resettlement Priorities: insights from Lami Town, Fiji Islands","2017","Devi",NA,1
"91761406","Impact of Climate Change on Coastal Agro-Ecosystems","2018","Devi",NA,1
"91761410","Understanding current and future vulnerability in coastal settings: community perceptions and preferences for adaptation in Zanzibar, Tanzania","2010","Devi",NA,1
"91761437","Preparedness of key coastal and marine sectors in Ireland to adapt to climate change","2011","Devi",NA,0
"91761440","Beyond the core: community governance for climate-change adaptation in peripheral parts of Pacific Island Countries","2014","Devi",NA,1
"91761441","Beach-Dune System Morphodynamics","2022","Devi",NA,0
"91761446","Introducing the Living Lab Approach in the Coastal Area of Constanta (Romania) by Using Design Thinking","2022","Devi",NA,1
"91761450","The costs and benefits of mitigation: A full-fuel-cycle examination of technologies for reducing greenhouse gas emissions","1997","Devi",NA,1
"91761454","Marine Social Science for the Peopled Seas","2019","Devi",NA,1
"91761456","Adaptation of Fishing Communities to Climate-Driven Shifts in Target Species","2020","Devi",NA,1
"91761478","Investigating the potential for saltpan restoration for the provision of multiple ecosystem services","2022","Devi",NA,1
"91761495","Ecosystem Carbon Stock of Selected Mangrove Forests of Vypin - Cochin Region, Southwest Coast of India","2020","Devi",NA,1
"91761500","Optimization and control of offshore wind systems with energy storage","2018","Devi",NA,1
"91761506","How to Incorporate Blue Carbon into the China Certified Emission Reductions Scheme: Legal and Policy Perspectives","2022","Devi",NA,1
"91761518","Refuting Marine Aquaculture Myths, Unfounded Criticisms, and Assumptions",NA,"Devi",NA,0
"91761521","Ecosystem-Based Disaster Management Planning for the Eastern Coast of India",NA,"Devi",NA,1
"91761527","Managed retreat for climate change adaptation in coastal megacities: A comparison of policy and practice in Manila and Vancouver","2020","Devi",NA,1
"91761528","Evaluating the progress of engineered tidal wetlands","2000","Devi",NA,1
"91761538","Investigation on Applicability and Limitation of Cosine Similarity-Based Structural Condition Monitoring for Gageocho Offshore Structure","2022","Devi",NA,1
"91761539","Insights from Testing a Modified Dynamic Adaptive Policy Pathways Approach for Spatial Planning at the Municipal Level","2019","Devi",NA,1
"91761567","Attributes of climate resilience in fisheries: From theory to practice","2022","Devi",NA,1
"91761571","Socio-economic Impacts-Coastal Protection","2016","Devi",NA,1
"91761574","Community-Informed Strategies to Address Trauma and Enhance Resilience in Climate-Affected Communities","2020","Devi",NA,1
"91761579","Community-Scale Spatial Mapping to Prioritize Green and Grey Infrastructure Locations to Increase Flood Resilience","2023","Devi",NA,1
"91761583","Assisted Colonization: A Question of Focal Units and Recipient Localities","2011","Devi","??",1
"91761807","Limits to autonomous adaptation in response to coastal erosion in Kosrae, Micronesia","2013","Devi",NA,1
"91761809","The Blue Fix: What's driving blue growth?","2020","Devi",NA,1
"91761810","GIS-based risk assessment for the Nile Delta coastal zone under different sea level rise scenarios case study: Kafr EL Sheikh Governorate, Egypt","2013","Devi",NA,1
"91761811","Managing Marine Protected Areas in Remote Areas: The Case of the Subantarctic Heard and McDonald Islands","2019","Devi",NA,0
"91761812","The Wadden Sea: A natural landscape outside the dikes","2018","Devi",NA,1
"91761817","Joint effects of storm surge and sea-level rise on US Coasts: new economic estimates of impacts, adaptation, and benefits of mitigation policy","2015","Devi",NA,1
"91761818","THE ECOLOGY AND MANAGEMENT OF TEMPERATE MANGROVES","2010","Devi",NA,1
"91761826","Coastal Adaptation to Climate Change: A New Zealand story.","2013","Devi",NA,1
"91761832","Scaling up bioethanol production from the farmed brown macroalga Macrocystis pyrifera in Chile","2016","Devi",NA,1
"91761833","Coral Sand Solidification Test Based on Microbially Induced Carbonate Precipitation Using Ureolytic Bacteria","2015","Devi",NA,0
"91761834","How Feasible Is the Scaling-Out of Livelihood and Food System Adaptation in Asia-Pacific Islands?","2020","Devi",NA,1
"91761836","Methodology to assess coastal infrastructure resilience to climate change","2016","Devi","??",1
"91761839","Resilience vs. Adaptation: Framing and action","2015","Devi",NA,0
"91761842","Summer Is Coming! Tackling Ocean Warming in Atlantic Salmon Cage Farming","2021","Devi",NA,1
"91761849","Addressing fisheries bycatch in a changing world","2015","Devi",NA,1
"91761852","Microgrid and Fleet to Grid Operation of a Hybrid Electric Ferry","2021","Devi",NA,1
"91761854","Visualizing the Possibility of Relocation: Coastal Relocation Leaf","2019","Devi",NA,1
"91761857","Stakeholder Perspectives on Opportunities and Challenges in Achieving Sustainable Growth of the Blue Economy in a Changing Climate","2020","Devi",NA,1
"91761872","Convergence of emerging technologies: Development of a risk-based paradigm for marine mammal monitoring for offshore wind energy operations","2022","Devi",NA,1
"91761880","Building the Knowledge-to-Action Pipeline in North America: Connecting Ocean Acidification Research and Actionable Decision Support","2019","Devi",NA,1
"91761882","Framing Labour Mobility Options in Small Island States Affected by Environmental Changes","2016","Devi",NA,1
"91761886","Iron Elution from Iron and Steel Slag Using Bacterial Complex Identified from the Seawater","2021","Devi",NA,1
"91761891","Development-aligned mangrove conservation strategy for enhanced blue economy: A successful model from Gujarat, India","2022","Devi",NA,0
"91761904","Climate change-related risks and adaptation potential in Central and South America during the 21st century","2022","Devi",NA,1
"91761930","Estimation of Carbon Stocks in Mangrove Stands at Bagek Kembar Mangrove Ecotourism Sekotong West Lombok","2020","Devi",NA,1
"91761932","A review on coastal erosion and flooding risks and best management practices in West Africa: what has been done and should be done","2020","Devi",NA,1
"91761938","Adaptation to climate change: the coastal zone of Barbados","2012","Devi",NA,1
"91761941","Local Indicator-Based Flood Vulnerability Indices and Predictors of Relocation in the Ketu South Municipal Area of Ghana","2022","Devi",NA,0
"91761945","The climate change double whammy: Flood damage and the determinants of flood insurance coverage, the case of post-Katrina New Orleans","2020","Devi",NA,1
"91761949","Urban adaptation pathways at the edge of the anthropocene: lessons from the Blue Pacific Continent",NA,"Devi",NA,1
"91761950","Role of heterotrophic dinoflagellate Gyrodinium sp in the fate of an iron induced diatom bloom","2006","Devi",NA,1
"91761954","Damage of extreme water levels and the adaptation cost of dikes in the Pearl River Delta","2020","Devi",NA,1
"91761955","Evaluation of Networks of Plans and Vulnerability to Hazards and Climate Change","2015","Devi",NA,1
"91761956","Indicators of climate change and social vulnerability in fishing dependent communities along the Eastern and Gulf Coasts of the United States","2016","Devi",NA,1
"91761958","Contribution of longshore sand exchanges to mesoscale barrier-island behavior: Insights from the Virginia Barrier Islands, US East Coast","2022","Devi","??",1
"91761959","``Adapted mangrove on hybrid platform{''} - Coupling of ecological and engineering principles against coastal hazards","2019","Devi",NA,1
"91761960","``Like the plains people losing the buffalo{''}: perceptions of climate change impacts, fisheries management, and adaptation actions by Indigenous peoples in coastal British Columbia, Canada","2020","Devi",NA,1
"91761964","Coastal flood management in Semarang, Indonesia","2008","Devi",NA,0
"91761965","Millennial-Scale Carbon Storage in Natural Pine Forests of the North Carolina Lower Coastal Plain: Effects of Artificial Drainage in a Time of Rapid Sea Level Rise","2021","Devi",NA,1
"91761974","Dimensions of Blue Carbon and emerging perspectives","2019","Devi",NA,1
"91761976","Resilience and coastal governance: knowledge and navigation between stability and transformation","2022","Devi",NA,1
"91761977","Anthropogenic Mixing in Seasonally Stratified Shelf Seas by Offshore Wind Farm Infrastructure","2022","Devi",NA,1
"91761979","From coast to coast to coast: ecology and management of seagrass ecosystems across Canada","2021","Devi",NA,0
"91761980","Imaging the Aquistore reservoir after 36 kilotonnes of CO2 injection using distributed acoustic sensing","2017","Devi",NA,1
"91761983","Coastal management in Portugal: Practices for reflection and learning","2019","Devi",NA,0
"91761992","Dynamic Bayesian Networks to Assess Anthropogenic and Climatic Drivers of Saltwater Intrusion: A Decision Support Tool Toward Improved Management","2021","Devi",NA,1
"91762003","Using a social-ecological systems perspective to identify context specific actions to build resilience in small scale fisheries in Mexico","2022","Devi",NA,0
"91762009","Review of GHG emissions in Pakistan compared to SAARC countries","2017","Devi",NA,1
"91762014","Application of an Automated Kite System for Ship Propulsion and Power Generation","2014","Devi",NA,1
"91762015","Salt farmer's adaptation strategy facing climate change (case study in Pati Regency)","2020","Devi",NA,1
